,year,where_coordinates,total_deaths,Item,Value,Cholera case fatality rate,Gross national income per capita (Atlas method),Number of cases of visceral leishmaniasis reported,Number of deaths among children 5 to 14 years of age,Number of diarrhoea deaths from inadequate water,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),Total fertility rate (per woman),Total number of notified TB cases
4813,2015,Angarto village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4814,2015,El Tomat village,15.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4815,2015,El Tomat village,15.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4816,2015,Nkharh town,204.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4817,2015,Nkharh town,204.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4810,2015,Kululu village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4818,2015,Mendi village,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4800,2015,El Kurmuk district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4798,2015,Geissan village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4786,2015,Tongolo locality,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4787,2015,Tongolo locality,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4788,2015,Ruvata village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4789,2015,Ruvata village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4790,2015,East/Sharq Jabel Marra district,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4791,2015,East/Sharq Jabel Marra district,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4792,2015,Golo town,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4799,2015,Geissan village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4793,2015,Golo town,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
5189,2015,Umm Dukhun district,7.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
5206,2015,Adila district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
5207,2015,Adila district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4794,2015,Road between Bullen and Ed Damazin,5.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4795,2015,Road between Bullen and Ed Damazin,5.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4796,2015,South Kordofan state,7.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4797,2015,South Kordofan state,7.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
5188,2015,Umm Dukhun district,7.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4819,2015,Mendi village,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4820,2015,El Obeid town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4821,2015,El Obeid town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4843,2015,East/Sharq Jabel Marra district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4844,2015,Tora village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4845,2015,Tora village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4846,2015,Bau district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4847,2015,Bau district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4848,2015,Central Darfur state,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4849,2015,Central Darfur state,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4842,2015,East/Sharq Jabel Marra district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4850,2015,Wedabok town,22.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4852,2015,Burgo village,6.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4853,2015,Burgo village,6.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4854,2015,Dalo village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4855,2015,Dalo village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4856,2015,Ruvata village,7.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4857,2015,Ruvata village,7.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4858,2015,Dar El Aman village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4851,2015,Wedabok town,22.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4841,2015,East/Sharq Jabel Marra district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4840,2015,East/Sharq Jabel Marra district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4839,2015,East/Sharq Jabel Marra district,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4822,2015,Kutum town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4823,2015,Kutum town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4824,2015,Ad-Damazin town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4825,2015,Ad-Damazin town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4826,2015,Kilgu village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4827,2015,Kilgu village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4828,2015,Delami town,6.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4829,2015,Delami town,6.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4830,2015,Al Buram district,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4831,2015,Al Buram district,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4832,2015,Fanga Suk town,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4833,2015,Fanga Suk town,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4834,2015,East/Sharq Jabel Marra district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4835,2015,East/Sharq Jabel Marra district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4836,2015,East/Sharq Jabel Marra district,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4837,2015,East/Sharq Jabel Marra district,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4838,2015,East/Sharq Jabel Marra district,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2124,2015,El Salam refugee camp,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2123,2015,Tabit village,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4037,2015,Toda village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2121,2015,Korma town,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2017,2015,Kass town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
4036,2015,Toda village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2019,2015,Bindisi town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2020,2015,Fanga Suk town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2021,2015,Fanga Suk town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2022,2015,Kutum district,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2023,2015,Kutum district,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2016,2015,Kass town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2024,2015,Otash IDP camp,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2026,2015,Nyala town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2027,2015,Nyala town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2028,2015,Kutum district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2029,2015,Kutum district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2030,2015,Hilat Noryn,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2031,2015,Hilat Noryn,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2032,2015,Kutum town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2025,2015,Otash IDP camp,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2033,2015,Kutum town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2015,2015,Dobo Omda village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2013,2015,Donkey village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2082,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2081,2015,Duma locality,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2080,2015,Duma locality,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2079,2015,Nertiti district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2078,2015,Nertiti district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2077,2015,East Jebel Marra in North Darfur,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2076,2015,East Jebel Marra in North Darfur,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2014,2015,Dobo Omda village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2075,2015,Dar al-Salam town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2006,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2007,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2008,2015,East/Sharq Jabel Marra district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2009,2015,East/Sharq Jabel Marra district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2010,2015,El Salam refugee camp,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2011,2015,El Salam refugee camp,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2012,2015,Donkey village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2074,2015,Dar al-Salam town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2083,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2034,2015,Kutum town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2036,2015,Kutum town,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2051,2015,Mukjar town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2052,2015,Zalingei town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2053,2015,Zalingei town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2054,2015,Nertiti town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2068,2015,Tabit village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2067,2015,Fanga Suk town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2066,2015,Fanga Suk town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2069,2015,Tabit village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2065,2015,Al Fashir town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2063,2015,Sagur village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2062,2015,Sagur village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2061,2015,Tawila district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2060,2015,Tawila district,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2059,2015,Mukjar district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2058,2015,Mukjar district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2057,2015,Haraza locality,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2064,2015,Al Fashir town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2035,2015,Kutum town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2070,2015,Central Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2072,2015,Al Fashir town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2037,2015,Kutum town,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2038,2015,Kutum town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2039,2015,Kutum town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2040,2015,Tawila town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2122,2015,Tabit village,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2041,2015,Tawila town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2042,2015,Hilat Kattir,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2071,2015,Central Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2043,2015,Hilat Kattir,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2045,2015,Bielel district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2046,2015,Tawila town,9.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2047,2015,Tawila town,9.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2048,2015,Gadeed village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2049,2015,Gadeed village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2050,2015,Mukjar town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2073,2015,Al Fashir town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2044,2015,Bielel district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2084,2015,Sori village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2085,2015,Sori village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2086,2015,Kass town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1966,2015,Tawila district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1967,2015,Tawila district,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1968,2015,Tawila district,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1969,2015,Tawila district,3.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1970,2015,Dereig IDP camp,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1971,2015,Dereig IDP camp,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1972,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1965,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1973,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1975,2015,Tawila town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1976,2015,Lebasa village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1977,2015,Lebasa village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1978,2015,Fanga Suk town,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1979,2015,Fanga Suk town,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1980,2015,Fanga Suk town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1981,2015,Fanga Suk town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1974,2015,Tawila town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1982,2015,Zamzam camp,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1964,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2104,2015,South Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2120,2015,Korma town,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2119,2015,East Jebel Marra in North Darfur,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2118,2015,East Jebel Marra in North Darfur,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2117,2015,Massalit village,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2116,2015,Massalit village,2.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2115,2015,Dalil village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2114,2015,Dalil village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1963,2015,Nertiti town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2113,2015,El Salam refugee camp,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2111,2015,Hijair Tono village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2110,2015,Hijair Tono village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2109,2015,Deribat town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2108,2015,Deribat town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2107,2015,Nertiti town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2106,2015,Nertiti town,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2105,2015,South Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2112,2015,El Salam refugee camp,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1983,2015,Zamzam camp,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1984,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2103,2015,Tabit village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2000,2015,Mukjar town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2096,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2095,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2094,2015,North Darfur state,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2093,2015,Tabit village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2001,2015,Mukjar town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2002,2015,Mukjar town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
1999,2015,Kalma refugee camp,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2003,2015,Mukjar town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2005,2015,Nertiti town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2092,2015,Tabit village,1.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2091,2015,Tabit village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2090,2015,Tabit village,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2089,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2088,2015,Gereida town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2087,2015,Kass town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
2004,2015,Nertiti town,0.0,GDP Deflator,100.0000000000,,,2829.0,5071.04048.09119.0,,35.4750338.3136936.93435,,
