,year,where_coordinates,total_deaths,GDP Deflator Value
2177,2010,Nzara district,1.0,75.8950760780
1296,2010,Feina village,2.0,75.8950760780
583,2010,Furawia village,2.0,75.8950760780
582,2010,Boba village,1.0,75.8950760780
581,2010,Al Hamari town,2.0,75.8950760780
580,2010,Southern Darfur state,94.0,75.8950760780
579,2010,Darfur,75.0,75.8950760780
578,2010,Usban town,11.0,75.8950760780
2176,2010,Yubulu village,1.0,75.8950760780
2446,2010,Western Darfur state,0.0,75.8950760780
2447,2010,Southern Darfur state,0.0,75.8950760780
577,2010,Abdullah village,26.0,75.8950760780
2448,2010,Misseriya village between the towns of Kass and Zalingei,0.0,75.8950760780
2505,2010,Warrap state,0.0,75.8950760780
2180,2010,Yambio town,1.0,75.8950760780
2179,2010,Yambio town,8.0,75.8950760780
2178,2010,Yambio town,5.0,75.8950760780
2181,2010,Mboroko village,2.0,75.8950760780
1305,2011,White Nile state,25.0,97.4355176621
1306,2011,Kadugli town,1.0,97.4355176621
1307,2011,Northern Darfur state,16.0,97.4355176621
1304,2011,Al Fayḑ village,21.0,97.4355176621
1308,2011,Kadugli town,2.0,97.4355176621
2850,2011,Twic district,0.0,97.4355176621
2851,2011,Twic district,22.0,97.4355176621
1316,2011,Kadugli district,2.0,97.4355176621
1315,2011,Kadugli town,1.0,97.4355176621
1314,2011,Kadugli town,1.0,97.4355176621
1313,2011,Southern Kordofan state,1.0,97.4355176621
1312,2011,Southern Kordofan state,2.0,97.4355176621
1311,2011,Umm Abdalla village,5.0,97.4355176621
1309,2011,Um Darfa town,2.0,97.4355176621
1303,2011,Upper Nile state,5.0,97.4355176621
1302,2011,Khartoum city,1.0,97.4355176621
2852,2011,Twic district,1.0,97.4355176621
1310,2011,Kadugli town,20.0,97.4355176621
2839,2011,Unity state,0.0,97.4355176621
935,2011,Tambura district,0.0,97.4355176621
2190,2011,Gangura village,4.0,97.4355176621
2189,2011,Yambio town,2.0,97.4355176621
2188,2011,Li Yubu town,1.0,97.4355176621
2187,2011,Rimenze village,1.0,97.4355176621
2186,2011,Mapoi location,2.0,97.4355176621
2185,2011,Li Yubu town,1.0,97.4355176621
2184,2011,Li Yubu town,1.0,97.4355176621
2183,2011,Gangura village,2.0,97.4355176621
2182,2011,Western Equatoria state,3.0,97.4355176621
848,2011,Atar district,25.0,97.4355176621
849,2011,Atar district,17.0,97.4355176621
850,2011,Jonglei state,4.0,97.4355176621
851,2011,Jonglei state,14.0,97.4355176621
852,2011,Atar district,77.0,97.4355176621
853,2011,Korwai Payam,37.0,97.4355176621
854,2011,Jonglei state,19.0,97.4355176621
2030,2011,Northern Darfur state,7.0,97.4355176621
2191,2011,Tambura district,1.0,97.4355176621
847,2011,Fangak district,0.0,97.4355176621
846,2011,Atar district,2.0,97.4355176621
1317,2011,Kadugli town,3.0,97.4355176621
2853,2011,Twic district,3.0,97.4355176621
2854,2011,Twic district,100.0,97.4355176621
2855,2011,Twic district,5.0,97.4355176621
2856,2011,El Kurmuk district,2.0,97.4355176621
2857,2011,Southern Darfur state,4.0,97.4355176621
2858,2011,Kadugli district,6.0,97.4355176621
2859,2011,Kadugli district,2.0,97.4355176621
2860,2011,Kadugli town,0.0,97.4355176621
936,2011,Tambura district,1.0,97.4355176621
2861,2011,Werni village,19.0,97.4355176621
2863,2011,Darfur,0.0,97.4355176621
2864,2011,Western Darfur state,3.0,97.4355176621
820,2011,Northern Darfur state,0.0,97.4355176621
841,2011,Dor village,16.0,97.4355176621
842,2011,Fangak town (old),34.0,97.4355176621
843,2011,Jonglei state,89.0,97.4355176621
844,2011,Jonglei state,74.0,97.4355176621
845,2011,Jonglei state,44.0,97.4355176621
2862,2011,Northern Kordofan state,31.0,97.4355176621
1318,2011,Rashad district,7.0,97.4355176621
708,2011,Southern Darfur state,36.0,97.4355176621
1320,2011,Kadugli town,4.0,97.4355176621
2735,2011,Kadugli district,2.0,97.4355176621
2736,2011,Kadugli town,6.0,97.4355176621
2737,2011,Kadugli town,0.0,97.4355176621
2738,2011,Kadugli town,0.0,97.4355176621
2739,2011,Dilling district,0.0,97.4355176621
2740,2011,Southern Kordofan state,0.0,97.4355176621
2741,2011,Shatt village,0.0,97.4355176621
2742,2011,Buram town,6.0,97.4355176621
2743,2011,Southern Kordofan state,4.0,97.4355176621
2744,2011,Southern Kordofan state,0.0,97.4355176621
2745,2011,Kadugli town,0.0,97.4355176621
2734,2011,Southern Kordofan state,4.0,97.4355176621
2746,2011,Southern Kordofan state,2.0,97.4355176621
2747,2011,Umm Serdeba village,5.0,97.4355176621
2748,2011,Southern Kordofan state,1.0,97.4355176621
2389,2011,Pibor district,0.0,97.4355176621
1319,2011,Kadugli town,8.0,97.4355176621
2388,2011,Bor South district,0.0,97.4355176621
2387,2011,Ayod district,4.0,97.4355176621
2386,2011,Pibor district,0.0,97.4355176621
2749,2011,Southern Kordofan state,13.0,97.4355176621
2750,2011,Umm Serdeba village,1.0,97.4355176621
2751,2011,Hamra locality,3.0,97.4355176621
2752,2011,Southern Kordofan state,2.0,97.4355176621
2631,2011,Abyei town,0.0,97.4355176621
2753,2011,Blue Nile state,0.0,97.4355176621
2733,2011,Umm Dorain town,0.0,97.4355176621
597,2011,Sudan-Chad-Libya border,1.0,97.4355176621
2624,2011,Twic district,4.0,97.4355176621
2623,2011,Twic district,27.0,97.4355176621
2622,2011,Twic district,0.0,97.4355176621
2621,2011,Twic district,14.0,97.4355176621
2620,2011,Twic district,17.0,97.4355176621
2673,2011,Rumbek Cueibet district,9.0,97.4355176621
2674,2011,Rumbek Cueibet district,0.0,97.4355176621
2675,2011,Rumbek Cueibet district,0.0,97.4355176621
2676,2011,Rumbek Cueibet district,0.0,97.4355176621
2677,2011,Rumbek Cueibet district,0.0,97.4355176621
2678,2011,Rumbek Cueibet district,0.0,97.4355176621
2630,2011,Abyei district,0.0,97.4355176621
2679,2011,Western Equatoria state,23.0,97.4355176621
2681,2011,Western Equatoria state,0.0,97.4355176621
2627,2011,Twic district,3.0,97.4355176621
2628,2011,Abyei district,0.0,97.4355176621
590,2011,Darfur,0.0,97.4355176621
2629,2011,Twic district,0.0,97.4355176621
591,2011,Nyala district,21.0,97.4355176621
592,2011,Western Darfur state,13.0,97.4355176621
593,2011,Northern Darfur state,6.0,97.4355176621
594,2011,Southern Darfur state,1.0,97.4355176621
595,2011,Southern Darfur state,11.0,97.4355176621
596,2011,Northern Darfur state,10.0,97.4355176621
2680,2011,Western Equatoria state,0.0,97.4355176621
2625,2011,Abyei district,0.0,97.4355176621
2754,2011,Blue Nile state,0.0,97.4355176621
2756,2011,Bau locality,1.0,97.4355176621
1326,2011,Bau locality,2.0,97.4355176621
1325,2011,Northern Darfur state,0.0,97.4355176621
1324,2011,Northern Darfur state,0.0,97.4355176621
1323,2011,Southern Kordofan state,1.0,97.4355176621
1322,2011,Buram town,23.0,97.4355176621
2833,2011,Mayom district,0.0,97.4355176621
2834,2011,Mayom district,0.0,97.4355176621
2835,2011,Unity state,20.0,97.4355176621
2836,2011,Mayom district,0.0,97.4355176621
2837,2011,Mayom district,2.0,97.4355176621
2486,2011,Eastern Equatoria state,0.0,97.4355176621
2838,2011,Mayom district,12.0,97.4355176621
2841,2011,Unity state,11.0,97.4355176621
2842,2011,Mayom district,0.0,97.4355176621
2843,2011,Unity state,0.0,97.4355176621
2844,2011,Mayom district,11.0,97.4355176621
2845,2011,Mayom district,10.0,97.4355176621
2846,2011,Unity state,4.0,97.4355176621
2847,2011,Warrap state,56.0,97.4355176621
2848,2011,Twic district,1.0,97.4355176621
2849,2011,Twic district,1.0,97.4355176621
1321,2011,Western Darfur state,2.0,97.4355176621
2840,2011,Mayom district,0.0,97.4355176621
2755,2011,Blue Nile state,0.0,97.4355176621
2487,2011,New Site village,0.0,97.4355176621
2626,2011,Border between South Kordofan state and North Bahr al-Ghazal state,0.0,97.4355176621
2764,2011,Southern Kordofan state,0.0,97.4355176621
2765,2011,Southern Kordofan state,0.0,97.4355176621
2766,2011,Kadugli district,5.0,97.4355176621
2761,2011,Kurgul area,16.0,97.4355176621
2767,2011,Southern Kordofan state,0.0,97.4355176621
707,2011,Southern Darfur state,0.0,97.4355176621
2760,2011,Bau locality,2.0,97.4355176621
2759,2011,Blue Nile state,0.0,97.4355176621
2763,2011,Blue Nile state,0.0,97.4355176621
2768,2011,Blue Nile state,2.0,97.4355176621
701,2011,El Fasher district,0.0,97.4355176621
702,2011,Jebel Marra area,2.0,97.4355176621
703,2011,Southern Darfur state,27.0,97.4355176621
704,2011,Southern Darfur state,8.0,97.4355176621
2758,2011,Kurmuk town,4.0,97.4355176621
2757,2011,Ad-Damazin town,4.0,97.4355176621
705,2011,Northern Darfur state,2.0,97.4355176621
706,2011,Jebel Marra area,19.0,97.4355176621
2506,2011,Warrap state,86.0,97.4355176621
2762,2011,Meyas village,6.0,97.4355176621
2918,2012,Southern Kordofan state,8.0,88.2370518327
2917,2012,El Kurmuk district,3.0,88.2370518327
2939,2012,Kadugli town,6.0,88.2370518327
2940,2012,Kadugli town,4.0,88.2370518327
2941,2012,Southern Kordofan state,2.0,88.2370518327
2915,2012,Southern Darfur state,0.0,88.2370518327
2916,2012,Northern Kordofan state,1.0,88.2370518327
2914,2012,Southern Kordofan state,1.0,88.2370518327
2938,2012,Kadugli district,2.0,88.2370518327
2934,2012,Hashaba town,23.0,88.2370518327
2920,2012,Wadega village,1.0,88.2370518327
2924,2012,Rashad district,0.0,88.2370518327
2923,2012,Rashad district,1.0,88.2370518327
2922,2012,Southern Kordofan state,0.0,88.2370518327
2942,2012,Northern Darfur state,0.0,88.2370518327
2925,2012,Rashad district,5.0,88.2370518327
2926,2012,Southern Kordofan state,4.0,88.2370518327
2927,2012,Southern Kordofan state,4.0,88.2370518327
2919,2012,El Abassiya district,23.0,88.2370518327
2928,2012,Tawila district,137.0,88.2370518327
2931,2012,Northern Darfur state,4.0,88.2370518327
2932,2012,Northern Darfur state,1.0,88.2370518327
2933,2012,Hashaba town,24.0,88.2370518327
2935,2012,Hashaba town,1.0,88.2370518327
2936,2012,Northern Darfur state,2.0,88.2370518327
2921,2012,Northern Darfur state,3.0,88.2370518327
2937,2012,Kadugli town,5.0,88.2370518327
2930,2012,Southern Kordofan state,0.0,88.2370518327
2943,2012,El Kurmuk district,1.0,88.2370518327
2929,2012,Southern Kordofan state,1.0,88.2370518327
2945,2012,Kolulu village,1.0,88.2370518327
1334,2012,El Fasher district,13.0,88.2370518327
1335,2012,Southern Darfur state,2.0,88.2370518327
1336,2012,Medani town,0.0,88.2370518327
1337,2012,El Fasher district,1.0,88.2370518327
1338,2012,Bau locality,0.0,88.2370518327
1331,2012,Southern Darfur state,0.0,88.2370518327
1330,2012,Northern Darfur state,2.0,88.2370518327
1329,2012,El Fasher district,1.0,88.2370518327
1328,2012,Magaja village,12.0,88.2370518327
1327,2012,Sudan,2.0,88.2370518327
2913,2012,Southern Kordofan state,0.0,88.2370518327
3305,2012,Southern Kordofan state,20.0,88.2370518327
3306,2012,Southern Kordofan state,19.0,88.2370518327
3307,2012,Southern Kordofan state,112.0,88.2370518327
3308,2012,Southern Kordofan state,0.0,88.2370518327
3309,2012,Southern Darfur state,22.0,88.2370518327
2957,2012,Golo town,7.0,88.2370518327
2956,2012,Northern Kordofan state,1.0,88.2370518327
2955,2012,Northern Kordofan state,30.0,88.2370518327
2954,2012,Al-Fashir town,2.0,88.2370518327
2953,2012,East Jebel Marra in North Darfur,2.0,88.2370518327
2952,2012,Kadugli district,0.0,88.2370518327
2039,2012,Northern Darfur state,0.0,88.2370518327
2951,2012,Kadugli district,0.0,88.2370518327
2950,2012,Southern Kordofan state,0.0,88.2370518327
2949,2012,Southern Kordofan state,0.0,88.2370518327
2948,2012,Southern Kordofan state,7.0,88.2370518327
2947,2012,Southern Kordofan state,0.0,88.2370518327
2946,2012,Southern Kordofan state,1.0,88.2370518327
2944,2012,Kadugli town,2.0,88.2370518327
2912,2012,East Jebel Marra in North Darfur,7.0,88.2370518327
1332,2012,Hashaba town,2.0,88.2370518327
2910,2012,Dem Mansour village,3.0,88.2370518327
2882,2012,Northern Darfur state,4.0,88.2370518327
2881,2012,Kadugli district,15.0,88.2370518327
2880,2012,Al Aḩmar village,24.0,88.2370518327
2879,2012,Al Buram district,2.0,88.2370518327
2878,2012,Southern Kordofan state,0.0,88.2370518327
2877,2012,Alawana area,6.0,88.2370518327
2876,2012,Alawana area,6.0,88.2370518327
2875,2012,Al Buram district,1.0,88.2370518327
2874,2012,Umm Serdeba village,5.0,88.2370518327
2872,2012,Dindiro town,2.0,88.2370518327
2871,2012,Bout village,33.0,88.2370518327
2870,2012,Southern Kordofan state,9.0,88.2370518327
2869,2012,Southern Kordofan state,2.0,88.2370518327
2868,2012,Blue Nile state,0.0,88.2370518327
2867,2012,Bau locality,3.0,88.2370518327
2866,2012,Buram town,23.0,88.2370518327
2865,2012,Blue Nile state,0.0,88.2370518327
3304,2012,Southern Kordofan state,63.0,88.2370518327
3303,2012,Southern Kordofan state,0.0,88.2370518327
2911,2012,Southern Kordofan state,0.0,88.2370518327
2723,2012,Northern Darfur state,0.0,88.2370518327
1333,2012,Blue Nile state,3.0,88.2370518327
2457,2012,Border between East Darfur state and South Kordofan,58.0,88.2370518327
2883,2012,Southern Kordofan state,2.0,88.2370518327
2884,2012,Talodi district,4.0,88.2370518327
2873,2012,Southern Kordofan state,15.0,88.2370518327
2886,2012,Southern Kordofan state,2.0,88.2370518327
2909,2012,Southern Darfur state,0.0,88.2370518327
2908,2012,Nyala - El-Fasher road,4.0,88.2370518327
2907,2012,Southern Kordofan state,13.0,88.2370518327
2906,2012,Southern Kordofan state,0.0,88.2370518327
2905,2012,East Darfur state,2.0,88.2370518327
2885,2012,Southern Kordofan state,21.0,88.2370518327
2903,2012,Northern Darfur state,0.0,88.2370518327
2902,2012,Southern Darfur state,0.0,88.2370518327
2901,2012,Southern Darfur state,0.0,88.2370518327
2900,2012,Gerbanit village,26.0,88.2370518327
2899,2012,Southern Kordofan state,3.0,88.2370518327
2898,2012,Southern Kordofan state,1.0,88.2370518327
2904,2012,Northern Darfur state,0.0,88.2370518327
2896,2012,Blue Nile state,0.0,88.2370518327
2897,2012,Southern Kordofan state,0.0,88.2370518327
2887,2012,Southern Kordofan state,0.0,88.2370518327
2889,2012,Mugum village,25.0,88.2370518327
2890,2012,Ingessana hills,11.0,88.2370518327
2891,2012,Ingessana hills,0.0,88.2370518327
2888,2012,Ad-Damazin town,2.0,88.2370518327
2893,2012,Southern Kordofan state,3.0,88.2370518327
2892,2012,Ed Damazine district,3.0,88.2370518327
2895,2012,Katayla district,1.0,88.2370518327
2894,2012,Southern Darfur state,2.0,88.2370518327
2963,2013,Rokoro town,0.0,84.8058700458
2962,2013,Golo town,0.0,84.8058700458
2961,2013,Sharq Jabel Marra district,5.0,84.8058700458
2960,2013,Golo town,0.0,84.8058700458
2959,2013,Blue Nile state,0.0,84.8058700458
3363,2013,West Kordofan state,38.0,84.8058700458
2964,2013,El Fasher district,10.0,84.8058700458
3353,2013,Mukjar town,0.0,84.8058700458
2965,2013,Southern Kordofan state,10.0,84.8058700458
2966,2013,Golo town,1.0,84.8058700458
2970,2013,Golo town,0.0,84.8058700458
2968,2013,East Jebel Marra in North Darfur,1.0,84.8058700458
2969,2013,Golo town,31.0,84.8058700458
2971,2013,Southern Darfur state,0.0,84.8058700458
2972,2013,Central Darfur state,12.0,84.8058700458
2973,2013,Kurmuk town,3.0,84.8058700458
2974,2013,Nyala district,2.0,84.8058700458
2975,2013,Heiban district,3.0,84.8058700458
2976,2013,Nyala district,4.0,84.8058700458
2977,2013,Kurmuk town,3.0,84.8058700458
2978,2013,Bellila village,2.0,84.8058700458
3352,2013,Umm Dukhun district,0.0,84.8058700458
2967,2013,Golo town,5.0,84.8058700458
3351,2013,Umm Dukhun district,29.0,84.8058700458
3318,2013,El Sireaf locality,53.0,84.8058700458
3349,2013,Muraya village,1.0,84.8058700458
831,2013,Mellit district,3.0,84.8058700458
3312,2013,al-Sref Beni Hussein locality,0.0,84.8058700458
3313,2013,Northern Darfur state,0.0,84.8058700458
3314,2013,Kebkabiya district,53.0,84.8058700458
3315,2013,Um Dukhun town,12.0,84.8058700458
3316,2013,Northern Darfur state,2.0,84.8058700458
3317,2013,El Sireaf district,0.0,84.8058700458
3319,2013,El Sireaf locality,56.0,84.8058700458
3329,2013,El Fula town,80.0,84.8058700458
3311,2013,Jebel Amir,0.0,84.8058700458
3310,2013,Heglig town,0.0,84.8058700458
3330,2013,Abyei district,0.0,84.8058700458
3333,2013,Southern Darfur state,6.0,84.8058700458
3335,2013,Southern Darfur state,81.0,84.8058700458
3336,2013,Southern Darfur state,2.0,84.8058700458
3337,2013,Southern Darfur state,0.0,84.8058700458
3338,2013,Southern Darfur state,15.0,84.8058700458
3339,2013,Um Dukhun town,0.0,84.8058700458
3340,2013,Umm Dukhun district,18.0,84.8058700458
3341,2013,Rahad El Berdi district,2.0,84.8058700458
3342,2013,Bindisi district,4.0,84.8058700458
3343,2013,Garsila,2.0,84.8058700458
3344,2013,Zalingei district,0.0,84.8058700458
3345,2013,Garsila town,14.0,84.8058700458
3346,2013,Um Dukhun town,60.0,84.8058700458
3347,2013,Garsila town,26.0,84.8058700458
3348,2013,Mukjar town,2.0,84.8058700458
3350,2013,Sowarwaga village,1.0,84.8058700458
3334,2013,Darfur,7.0,84.8058700458
3031,2013,Abu Zabad district,3.0,84.8058700458
1340,2013,Um Dom town,0.0,84.8058700458
3041,2013,Tabit village,0.0,84.8058700458
2987,2013,Northern Darfur state,0.0,84.8058700458
2988,2013,East Jabel Marra area,0.0,84.8058700458
2989,2013,Blue Nile state,0.0,84.8058700458
2990,2013,Wadega village,2.0,84.8058700458
2991,2013,Sharq Jabel Marra district,2.0,84.8058700458
2992,2013,Southern Darfur state,2.0,84.8058700458
2993,2013,Kadugli town,3.0,84.8058700458
2994,2013,Southern Darfur state,0.0,84.8058700458
2995,2013,Kadugli town,0.0,84.8058700458
2996,2013,Southern Kordofan state,4.0,84.8058700458
2997,2013,Labado village,4.0,84.8058700458
2998,2013,Kadugli town,1.0,84.8058700458
2999,2013,Southern Darfur state,2.0,84.8058700458
3000,2013,Nyala district,0.0,84.8058700458
3042,2013,Kauda town,2.0,84.8058700458
3001,2013,Nyala district,7.0,84.8058700458
3043,2013,Rashad district,0.0,84.8058700458
2986,2013,South Darfur state,0.0,84.8058700458
2410,2013,East Darfur state,0.0,84.8058700458
2411,2013,Adila town,113.0,84.8058700458
2412,2013,East Darfur state,35.0,84.8058700458
2413,2013,East Darfur state,2.0,84.8058700458
2414,2013,Bakhit location,4.0,84.8058700458
1339,2013,Labado village,18.0,84.8058700458
3048,2013,South Kordofan state,2.0,84.8058700458
3047,2013,Disa town,3.0,84.8058700458
3046,2013,Katayla town,5.0,84.8058700458
3045,2013,Rashad district,2.0,84.8058700458
2981,2013,Blue Nile state,0.0,84.8058700458
2982,2013,Southern Darfur state,3.0,84.8058700458
2983,2013,Southern Darfur state,0.0,84.8058700458
2984,2013,Southern Darfur state,10.0,84.8058700458
2985,2013,Darfur,0.0,84.8058700458
3044,2013,Duma locality,0.0,84.8058700458
3002,2013,Northern Kordofan state,13.0,84.8058700458
3003,2013,Kadugli town,0.0,84.8058700458
3004,2013,Abu Kershola town,0.0,84.8058700458
3025,2013,Bau locality,0.0,84.8058700458
3026,2013,Mellit town,0.0,84.8058700458
3027,2013,Marshing locality,4.0,84.8058700458
3028,2013,Nimra locality,0.0,84.8058700458
3029,2013,El Fasher district,26.0,84.8058700458
2632,2013,Abyei district,19.0,84.8058700458
3040,2013,Abu Zabad district,0.0,84.8058700458
3039,2013,Bau district,0.0,84.8058700458
3038,2013,South Kordofan state,0.0,84.8058700458
3037,2013,South Kordofan state,5.0,84.8058700458
3036,2013,Karling village,0.0,84.8058700458
3035,2013,Kadugli town,0.0,84.8058700458
3034,2013,East/Sharq Jabel Marra district,0.0,84.8058700458
3033,2013,Abu Zabad district,0.0,84.8058700458
3032,2013,Buram town,0.0,84.8058700458
3024,2013,Geissan district,4.0,84.8058700458
3023,2013,Kass town,0.0,84.8058700458
3022,2013,East/Sharq Jabel Marra district,2.0,84.8058700458
3021,2013,Dilling town,0.0,84.8058700458
3005,2013,Abu Kershola town,0.0,84.8058700458
3006,2013,Abu Kershola town,0.0,84.8058700458
3007,2013,Northern Kordofan state,0.0,84.8058700458
3008,2013,Southern Kordofan state,7.0,84.8058700458
3009,2013,Abu Kershola town,0.0,84.8058700458
3010,2013,Southern Darfur state,0.0,84.8058700458
3011,2013,Abu Kershola town,0.0,84.8058700458
2409,2013,East Darfur state,0.0,84.8058700458
3012,2013,Thur area,0.0,84.8058700458
3014,2013,Southern Kordofan state,1.0,84.8058700458
3015,2013,Southern Kordofan state,0.0,84.8058700458
3016,2013,Rashad town,0.0,84.8058700458
3017,2013,North Kordofan state,5.0,84.8058700458
3018,2013,Umm Cham Chaka village,9.0,84.8058700458
3019,2013,Abyei town,9.0,84.8058700458
3020,2013,Dilling town,0.0,84.8058700458
3013,2013,Sharq Jabel Marra district,3.0,84.8058700458
2979,2013,Northern Darfur state,0.0,84.8058700458
2980,2013,Al-Fashir town,0.0,84.8058700458
1341,2013,Southern Darfur state,2.0,84.8058700458
1342,2013,Nyala district,2.0,84.8058700458
1343,2013,Nertiti town,1.0,84.8058700458
1344,2013,Dilling town,1.0,84.8058700458
1345,2013,El Fasher district,3.0,84.8058700458
1346,2013,Kharasan village,0.0,84.8058700458
3030,2013,Dilling town,3.0,84.8058700458
2958,2013,Southern Kordofan state,1.0,84.8058700458
3080,2014,South Kordofan state,0.0,96.7697781614
3060,2014,East Jebel Marra area,1.0,96.7697781614
3059,2014,Dady village,1.0,96.7697781614
3058,2014,El Salam refugee camp,0.0,96.7697781614
3057,2014,Fogadiko village,0.0,96.7697781614
3056,2014,Khor Abeche village,0.0,96.7697781614
3055,2014,Malkan village,0.0,96.7697781614
1387,2014,Golo town,1.0,96.7697781614
3053,2014,Trogi village,0.0,96.7697781614
2493,2014,West Kordofan state,2.0,96.7697781614
1386,2014,Birsal village,1.0,96.7697781614
1385,2014,Deribat town,1.0,96.7697781614
1384,2014,Geissan district,7.0,96.7697781614
1383,2014,Malam village,4.0,96.7697781614
3052,2014,Trogi village,0.0,96.7697781614
3054,2014,Dalami town,11.0,96.7697781614
2492,2014,West Kordofan state,0.0,96.7697781614
3063,2014,Abu Jabaiha town,0.0,96.7697781614
3061,2014,Safia-Um Qadd area,0.0,96.7697781614
3065,2014,Rashad district,6.0,96.7697781614
3376,2014,Ailliet town,0.0,96.7697781614
3377,2014,Haskanita town,0.0,96.7697781614
3378,2014,El Taweisha district,0.0,96.7697781614
3379,2014,Ailliet town,0.0,96.7697781614
3380,2014,Mellit town,18.0,96.7697781614
3381,2014,Kulkul town,0.0,96.7697781614
3382,2014,East Jebel Marra area,0.0,96.7697781614
3383,2014,East Jebel Marra in North Darfur,9.0,96.7697781614
3384,2014,Baashim/Tina village,0.0,96.7697781614
3385,2014,Baashim/Tina village,0.0,96.7697781614
3386,2014,Kutum district,23.0,96.7697781614
3079,2014,South Kordofan state,12.0,96.7697781614
3388,2014,Shangil Tobay town,23.0,96.7697781614
3064,2014,Umm Dorain district,0.0,96.7697781614
1382,2014,El Fasher district,13.0,96.7697781614
3062,2014,Al Buram district,1.0,96.7697781614
2491,2014,West Kordofan state,2.0,96.7697781614
1381,2014,Nyala town,1.0,96.7697781614
1377,2014,North Darfur state,0.0,96.7697781614
1379,2014,Nyala town,2.0,96.7697781614
1357,2014,Dolma village,1.0,96.7697781614
1356,2014,Khartoum city,1.0,96.7697781614
1355,2014,Mellit town,0.0,96.7697781614
1354,2014,Baashim/Tina village,0.0,96.7697781614
1353,2014,Um Sidir village,0.0,96.7697781614
1352,2014,Hajer village,3.0,96.7697781614
2361,2014,Buram district,4.0,96.7697781614
2362,2014,Buram district,6.0,96.7697781614
1351,2014,Nyala district,0.0,96.7697781614
1350,2014,Hamidiya village,0.0,96.7697781614
2633,2014,Abyei district,0.0,96.7697781614
2634,2014,Abyei district,0.0,96.7697781614
2635,2014,Abyei district,0.0,96.7697781614
1349,2014,El Obeid town,1.0,96.7697781614
1348,2014,El Obeid town,1.0,96.7697781614
1347,2014,Kabkabiyah town,1.0,96.7697781614
3389,2014,East Jebel Marra area,2.0,96.7697781614
1358,2014,Um Sidir village,7.0,96.7697781614
1380,2014,South Darfur state,0.0,96.7697781614
1359,2014,El Fasher district,2.0,96.7697781614
1361,2014,Korma town,0.0,96.7697781614
1378,2014,Khartoum city,1.0,96.7697781614
3066,2014,Hajer village,38.0,96.7697781614
1376,2014,Korma town,0.0,96.7697781614
1375,2014,Abu Surug refugee camp,1.0,96.7697781614
1374,2014,Tawila district,0.0,96.7697781614
1373,2014,Saraf Omra district,1.0,96.7697781614
1372,2014,Hajar Tama village,1.0,96.7697781614
1371,2014,Garsila town,1.0,96.7697781614
1370,2014,El Salam refugee camp,1.0,96.7697781614
1369,2014,Kutum district,2.0,96.7697781614
1368,2014,Suri village,1.0,96.7697781614
1367,2014,Tawila district,0.0,96.7697781614
1366,2014,Um Rai village,3.0,96.7697781614
1365,2014,Um Rai village,2.0,96.7697781614
1364,2014,North Darfur state,3.0,96.7697781614
1363,2014,Baashim/Tina village,4.0,96.7697781614
1362,2014,Baashim/Tina village,3.0,96.7697781614
1360,2014,Khor Abeche village,1.0,96.7697781614
3372,2014,Saraf Omra town,0.0,96.7697781614
3387,2014,Jebel Hireiz,0.0,96.7697781614
3370,2014,North Darfur state,34.0,96.7697781614
3109,2014,Balangia locality,0.0,96.7697781614
3110,2014,Nertiti district,31.0,96.7697781614
3111,2014,Road between Kadugli and Dilling,5.0,96.7697781614
3112,2014,Rokoro district,0.0,96.7697781614
3113,2014,Tura village,3.0,96.7697781614
3078,2014,Rokoro district,10.0,96.7697781614
3077,2014,Orschi village,3.0,96.7697781614
3076,2014,Rashad district,0.0,96.7697781614
3075,2014,Lill village,1.0,96.7697781614
3320,2014,North Darfur state,1.0,96.7697781614
3321,2014,North Darfur state,1.0,96.7697781614
3322,2014,El Sireaf district,13.0,96.7697781614
3323,2014,El Sireaf district,2.0,96.7697781614
3324,2014,Khudayra village,5.0,96.7697781614
3325,2014,El Sireaf Beni Hussein locality,10.0,96.7697781614
3326,2014,El Sireaf district,3.0,96.7697781614
3327,2014,Saraf Omra district,20.0,96.7697781614
3328,2014,El Sireaf district,21.0,96.7697781614
3074,2014,Abu Kershola town,2.0,96.7697781614
3073,2014,South Darfur state,9.0,96.7697781614
3072,2014,Mellit district,1.0,96.7697781614
2415,2014,East Darfur state,1.0,96.7697781614
3371,2014,Saraf Omra town,11.0,96.7697781614
3108,2014,Kadugli town,0.0,96.7697781614
3107,2014,El Ahmier village,1.0,96.7697781614
3106,2014,El Kurmuk district,1.0,96.7697781614
3105,2014,Ed Damazine district,0.0,96.7697781614
3081,2014,Dalami town,1.0,96.7697781614
3082,2014,Habila district,10.0,96.7697781614
3083,2014,East Jebel Marra area,2.0,96.7697781614
3084,2014,Werni village,38.0,96.7697781614
3085,2014,Kau-Niaro area,38.0,96.7697781614
3086,2014,Umm Dorain district,0.0,96.7697781614
3087,2014,Daldaku town,1.0,96.7697781614
3088,2014,Kadugli town,7.0,96.7697781614
3089,2014,Kutum district,2.0,96.7697781614
3090,2014,Goba village,4.0,96.7697781614
3091,2014,Kadugli town,18.0,96.7697781614
2417,2014,East Darfur state,2.0,96.7697781614
3092,2014,Golo town,0.0,96.7697781614
3094,2014,East Jebel Marra area,1.0,96.7697781614
3095,2014,East Jebel Marra area,1.0,96.7697781614
3096,2014,Kalma refugee camp,8.0,96.7697781614
