GHO (CODE),YEAR (DISPLAY),STARTYEAR,ENDYEAR,DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Low,High
NCD_DIABETES_PREVALENCE_CRUDE,2009,2009,2009,SEX,SEX_BTSX,Both sexes,10.51,7.85,13.53
NCD_CHOL_MEANHDL_A,1993,1993,1993,SEX,SEX_FMLE,Female,1.0,0.8,1.3
NCD_CCS_thrombolytic,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANTOTALCHOL_C,2005,2005,2005,SEX,SEX_MLE,Male,3.8,3.6,4.1
SDG_SH_DTH_RNCOM,2013,2013,2013,SEX,SEX_BTSX,Both sexes,14269.47,7334.2,25303.04
NCD_BMI_30A,2008,2008,2008,SEX,SEX_MLE,Male,4.99,3.64,6.62
SDG_SH_DTH_RNCOM,2010,2010,2010,SEX,SEX_MLE,Male,5487.4,2749.56,9906.59
SA_0000001400,2020,2020,2020,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.01,0.0,0.0
NCD_BMI_PLUS1C,2012,2012,2012,SEX,SEX_MLE,Male,8.4,4.86,13.0
NCD_CHOL_MEANTOTALCHOL_C,2014,2014,2014,SEX,SEX_MLE,Male,3.9,3.6,4.1
NCD_CHOL_MEANHDL_A,2017,2017,2017,SEX,SEX_MLE,Male,0.9,0.7,1.0
NCD_CHOL_MEANNONHDL_C,2015,2015,2015,SEX,SEX_MLE,Male,2.9,2.7,3.1
NCD_BMI_MINUS2C,1996,1996,1996,SEX,SEX_FMLE,Female,11.32,5.48,18.88
NCD_DIABETES_TREATMENT_AGESTD,2001,2001,2001,SEX,SEX_FMLE,Female,25.44,12.37,42.4
NCD_DIABETES_PREVALENCE_AGESTD,2020,2020,2020,SEX,SEX_FMLE,Female,12.36,6.88,19.63
SDG_SH_DTH_RNCOM,2012,2012,2012,SEX,SEX_FMLE,Female,31462.3,19157.24,48097.21
NCD_BMI_18A,2003,2003,2003,SEX,SEX_BTSX,Both sexes,15.44,12.03,19.11
NCD_CHOL_MEANNONHDL_C,2006,2006,2006,SEX,SEX_BTSX,Both sexes,2.8,2.6,2.9
NCD_CHOL_MEANNONHDL_A,2010,2010,2010,SEX,SEX_MLE,Male,2.8,2.6,3.1
NCD_CCS_Insulin,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_CCS_Aspirin,2013,2013,2013,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_MINUS2C,2000,2000,2000,SEX,SEX_MLE,Male,23.75,13.57,34.77
NCD_DIABETES_PREVALENCE_CRUDE,2004,2004,2004,SEX,SEX_MLE,Male,14.8,9.06,22.02
NCD_BMI_MINUS2C,2001,2001,2001,SEX,SEX_BTSX,Both sexes,17.51,11.59,23.79
NCD_PAC,2002,2002,2002,SEX,SEX_BTSX,Both sexes,20.03,9.71,33.57
SDG_SH_DTH_RNCOM,2005,2005,2005,SEX,SEX_FMLE,Female,26140.73,15460.84,41000.36
NCD_UNDER70,2019,2019,2019,SEX,SEX_BTSX,Both sexes,54.61,37.65,68.5
SDG_SH_DTH_RNCOM,2007,2007,2007,SEX,SEX_BTSX,Both sexes,2622.58,1374.59,4685.1
NCD_UNDER70,2018,2018,2018,SEX,SEX_BTSX,Both sexes,55.39,38.12,69.38
NCD_CHOL_MEANTOTALCHOL_C,2004,2004,2004,SEX,SEX_BTSX,Both sexes,3.9,3.7,4.1
NCD_CHOL_MEANHDL_A,1992,1992,1992,SEX,SEX_FMLE,Female,1.0,0.8,1.3
NCD_BMI_PLUS2C,1993,1993,1993,SEX,SEX_FMLE,Female,0.78,0.15,2.29
SDG_SH_DTH_RNCOM,2013,2013,2013,SEX,SEX_FMLE,Female,8183.25,4266.16,14381.44
NCD_BMI_MINUS2C,2007,2007,2007,SEX,SEX_BTSX,Both sexes,14.55,9.55,20.34
NCD_DTH_TOT,2006,2006,2006,SEX,SEX_MLE,Male,47443.17,23523.17,85945.61
SDG_SH_DTH_RNCOM,2002,2002,2002,SEX,SEX_FMLE,Female,2534.18,916.52,5892.4
NCD_BMI_25C,1990,1990,1990,SEX,SEX_BTSX,Both sexes,16.64,12.72,21.24
SA_0000001400,1985,1985,1985,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.25,0.0,0.0
NCD_BMI_MINUS2C,2022,2022,2022,SEX,SEX_FMLE,Female,10.41,3.21,21.81
SA_0000001400,1970,1970,1970,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.56,0.0,0.0
SDGSUICIDE,2005,2005,2005,SEX,SEX_MLE,Male,5.26,2.58,9.07
NCD_CHOL_MEANHDL_A,1990,1990,1990,SEX,SEX_MLE,Male,1.0,0.8,1.2
NCD_BMI_PLUS1C,1990,1990,1990,SEX,SEX_FMLE,Female,4.0,1.19,9.31
NCD_BMI_25C,2022,2022,2022,SEX,SEX_MLE,Male,28.95,23.69,34.48
NCD_DTH_TOT,2018,2018,2018,SEX,SEX_MLE,Male,64171.82,33506.34,112505.6
NCD_DIABETES_PREVALENCE_CRUDE,2004,2004,2004,SEX,SEX_FMLE,Female,11.01,6.86,16.4
NCD_BMI_PLUS1C,2005,2005,2005,SEX,SEX_BTSX,Both sexes,6.93,4.23,10.38
NCD_CHOL_MEANHDL_C,2012,2012,2012,SEX,SEX_FMLE,Female,1.0,0.9,1.2
NCD_BMI_MINUS2C,2013,2013,2013,SEX,SEX_BTSX,Both sexes,14.34,9.92,19.68
SA_0000001400,1965,1965,1965,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.02,0.0,0.0
NCD_CHOL_MEANTOTALCHOL_A,2007,2007,2007,SEX,SEX_FMLE,Female,4.1,3.8,4.4
NCD_CHOL_MEANTOTALCHOL_A,2009,2009,2009,SEX,SEX_BTSX,Both sexes,4.0,3.8,4.2
NCD_BMI_PLUS2C,1992,1992,1992,SEX,SEX_BTSX,Both sexes,0.83,0.17,2.41
NCD_BMI_MINUS2C,2013,2013,2013,SEX,SEX_FMLE,Female,10.73,5.69,17.17
SDGSUICIDE,2019,2019,2019,SEX,SEX_BTSX,Both sexes,7.37,0.0,0.0
NCD_CHOL_MEANNONHDL_A,2002,2002,2002,SEX,SEX_BTSX,Both sexes,2.8,2.6,3.0
NCD_PAC,2001,2001,2001,SEX,SEX_BTSX,Both sexes,20.3,9.43,34.8
NCD_CHOL_MEANNONHDL_A,2010,2010,2010,SEX,SEX_FMLE,Female,2.9,2.7,3.1
NCD_CHOL_MEANNONHDL_A,2015,2015,2015,SEX,SEX_FMLE,Female,3.1,2.9,3.3
NCD_DIABETES_PREVALENCE_CRUDE,2001,2001,2001,SEX,SEX_FMLE,Female,10.76,6.29,16.73
SDG_SH_DTH_RNCOM,2017,2017,2017,SEX,SEX_FMLE,Female,2302.73,1178.12,4058.96
NCD_BMI_PLUS2C,2020,2020,2020,SEX,SEX_MLE,Male,7.54,2.11,16.2
NCD_BMI_PLUS1C,2007,2007,2007,SEX,SEX_FMLE,Female,7.64,4.49,11.69
NCD_BMI_18C,1990,1990,1990,SEX,SEX_BTSX,Both sexes,18.34,12.88,24.34
SA_0000001400,2014,2014,2014,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.0,0.0,0.0
NCD_BMI_MINUS2C,2003,2003,2003,SEX,SEX_FMLE,Female,10.4,4.96,17.66
NCD_BMI_PLUS2C,1997,1997,1997,SEX,SEX_FMLE,Female,1.11,0.22,3.25
NCD_BMI_PLUS1C,2000,2000,2000,SEX,SEX_FMLE,Female,6.18,3.09,10.71
NCD_CCS_OralMorph,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_MINUS2C,2005,2005,2005,SEX,SEX_BTSX,Both sexes,16.93,11.39,22.83
NCD_BMI_PLUS1C,2010,2010,2010,SEX,SEX_MLE,Male,13.07,5.75,23.54
NCD_BMI_PLUS2C,2012,2012,2012,SEX,SEX_FMLE,Female,2.26,0.88,4.61
NCD_BMI_PLUS1C,2014,2014,2014,SEX,SEX_FMLE,Female,8.03,4.74,12.44
NCD_CHOL_MEANNONHDL_C,1984,1984,1984,SEX,SEX_FMLE,Female,2.5,2.1,2.9
NCD_BMI_PLUS1C,2018,2018,2018,SEX,SEX_FMLE,Female,8.15,3.25,16.12
NCD_CHOL_MEANNONHDL_A,1980,1980,1980,SEX,SEX_BTSX,Both sexes,2.6,2.2,2.9
NCD_CHOL_MEANHDL_A,2007,2007,2007,SEX,SEX_MLE,Male,0.9,0.8,1.1
SA_0000001400,2004,2004,2004,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.0,0.0,0.0
NCD_CHOL_MEANTOTALCHOL_A,2016,2016,2016,SEX,SEX_BTSX,Both sexes,4.1,3.9,4.3
NCD_CHOL_MEANHDL_C,1999,1999,1999,SEX,SEX_FMLE,Female,1.0,0.8,1.2
NCD_PAC,2017,2017,2017,SEX,SEX_BTSX,Both sexes,17.22,11.24,24.67
NCD_BMI_MINUS2C,1995,1995,1995,SEX,SEX_FMLE,Female,9.34,2.84,20.02
SDG_SH_DTH_RNCOM,2017,2017,2017,SEX,SEX_MLE,Male,7093.58,3606.38,12724.38
NCD_BMI_MINUS2C,2006,2006,2006,SEX,SEX_BTSX,Both sexes,14.64,9.54,20.51
NCD_CHOL_MEANNONHDL_C,1993,1993,1993,SEX,SEX_FMLE,Female,2.6,2.3,2.9
NCD_BMI_PLUS2C,2003,2003,2003,SEX,SEX_MLE,Male,1.89,0.3,5.61
NCD_CCS_dialysis,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_DIABETES_TREATMENT_AGESTD,2020,2020,2020,SEX,SEX_FMLE,Female,34.68,20.82,50.42
NCD_CHOL_MEANNONHDL_A,1987,1987,1987,SEX,SEX_BTSX,Both sexes,2.6,2.4,2.9
NCD_BMI_30C,1993,1993,1993,SEX,SEX_MLE,Male,1.77,0.93,3.04
SA_0000001400,1994,1994,1994,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.0,0.0,0.0
NCD_BMI_PLUS1C,2015,2015,2015,SEX,SEX_BTSX,Both sexes,12.33,7.0,19.18
NCD_BMI_PLUS2C,2021,2021,2021,SEX,SEX_FMLE,Female,4.2,0.59,12.11
SA_0000001400,1968,1968,1968,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.01,0.0,0.0
NCD_CHOL_MEANTOTALCHOL_C,2004,2004,2004,SEX,SEX_MLE,Male,3.8,3.5,4.1
NCD_BMI_MINUS2C,1997,1997,1997,SEX,SEX_BTSX,Both sexes,15.88,9.94,22.61
NCD_DIABETES_PREVALENCE_AGESTD,2009,2009,2009,SEX,SEX_MLE,Male,12.43,8.19,17.51
NCD_DIABETES_PREVALENCE_CRUDE,1999,1999,1999,SEX,SEX_FMLE,Female,10.4,5.73,16.69
NCD_BMI_MINUS2C,1995,1995,1995,SEX,SEX_MLE,Male,25.17,14.36,36.34
NCD_BMI_MINUS2C,2017,2017,2017,SEX,SEX_BTSX,Both sexes,16.62,12.04,21.78
NCD_CCS_palliative_prim,2015,2015,2015,N/A,N/A,N/A,,0.0,0.0
NCD_CCS_betablockers,2019,2019,2019,N/A,N/A,N/A,,0.0,0.0
NCD_CCS_palliative_prim,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANHDL_C,1987,1987,1987,SEX,SEX_FMLE,Female,1.1,0.8,1.3
NCD_CHOL_MEANNONHDL_A,2005,2005,2005,SEX,SEX_MLE,Male,2.8,2.6,3.0
SDG_SH_DTH_RNCOM,2011,2011,2011,SEX,SEX_MLE,Male,1442.63,746.68,2578.27
SA_0000001400,1999,1999,1999,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0.0,0.0
SA_0000001400,1986,1986,1986,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.25,0.0,0.0
NCD_CHOL_MEANNONHDL_C,2009,2009,2009,SEX,SEX_MLE,Male,2.8,2.6,3.0
NCD_DIABETES_PREVALENCE_CRUDE,2020,2020,2020,SEX,SEX_BTSX,Both sexes,8.7,5.63,12.54
NCD_BMI_PLUS2C,2009,2009,2009,SEX,SEX_MLE,Male,4.72,0.73,13.09
NCD_BMI_18A,1996,1996,1996,SEX,SEX_FMLE,Female,13.96,8.39,20.27
NCD_BMI_MINUS2C,1991,1991,1991,SEX,SEX_FMLE,Female,10.62,4.47,19.17
NCD_BMI_25C,2014,2014,2014,SEX,SEX_MLE,Male,23.35,20.4,26.48
NCD_CHOL_MEANTOTALCHOL_A,1988,1988,1988,SEX,SEX_MLE,Male,3.9,3.5,4.3
NCD_BMI_30C,1997,1997,1997,SEX,SEX_FMLE,Female,7.51,5.04,10.58
NCD_BMI_25C,1990,1990,1990,SEX,SEX_FMLE,Female,20.9,14.55,28.48
SDGSUICIDE,2010,2010,2010,SEX,SEX_MLE,Male,5.18,2.55,9.02
NCD_BMI_PLUS2C,1999,1999,1999,SEX,SEX_FMLE,Female,1.13,0.27,2.92
SA_0000001400,1998,1998,1998,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,1.89,0.0,0.0
NCD_DTH_TOT,2007,2007,2007,SEX,SEX_BTSX,Both sexes,95668.84,48276.62,173516.7
SA_0000001400,1980,1980,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0.0,0.0
NCDMORT3070,2019,2019,2019,SEX,SEX_BTSX,Both sexes,22.8,13.97,34.04
NCDMORT3070,2010,2010,2010,SEX,SEX_MLE,Male,25.52,15.21,37.8
NCD_DIABETES_TREATMENT_AGESTD,2003,2003,2003,SEX,SEX_BTSX,Both sexes,28.69,17.85,40.59
SDG_SH_DTH_RNCOM,2003,2003,2003,SEX,SEX_BTSX,Both sexes,6241.8,2336.36,12909.47
NCD_BMI_PLUS2C,2010,2010,2010,SEX,SEX_BTSX,Both sexes,2.85,1.19,5.61
NCD_BMI_PLUS1C,1998,1998,1998,SEX,SEX_BTSX,Both sexes,4.61,2.71,7.11
NCD_BMI_PLUS2C,2015,2015,2015,SEX,SEX_FMLE,Female,2.57,1.05,5.11
SA_0000001400,1980,1980,1980,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.14,0.0,0.0
SDG_SH_DTH_RNCOM,2009,2009,2009,SEX,SEX_MLE,Male,4012.02,1631.94,7540.94
NCD_PAC_ADO,2016,2016,2016,SEX,SEX_FMLE,Female,91.04,89.08,92.67
NCD_BMI_PLUS2C,2014,2014,2014,SEX,SEX_MLE,Male,3.42,1.27,6.91
NCD_CCS_breastcancerscreening,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANTOTALCHOL_A,2000,2000,2000,SEX,SEX_BTSX,Both sexes,4.0,3.8,4.2
SDGSUICIDE,2007,2007,2007,SEX,SEX_MLE,Male,5.17,2.54,8.91
NCD_BMI_30A,2010,2010,2010,SEX,SEX_BTSX,Both sexes,10.67,9.09,12.37
NCD_BMI_PLUS1C,2001,2001,2001,SEX,SEX_MLE,Male,7.53,2.52,15.87
NCD_BMI_30C,2007,2007,2007,SEX,SEX_MLE,Male,3.97,2.8,5.4
NCD_CHOL_MEANTOTALCHOL_A,2008,2008,2008,SEX,SEX_MLE,Male,3.9,3.6,4.2
NCD_BMI_PLUS1C,2009,2009,2009,SEX,SEX_BTSX,Both sexes,9.64,5.22,15.62
NCD_BMI_PLUS2C,2000,2000,2000,SEX,SEX_FMLE,Female,1.2,0.3,3.05
NCD_CCS_UrineAlbumin,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_DIABETES_PREVALENCE_CRUDE,2008,2008,2008,SEX,SEX_FMLE,Female,10.8,7.15,15.33
NCD_DIABETES_TREATMENT_AGESTD,2014,2014,2014,SEX,SEX_FMLE,Female,31.4,20.52,44.26
SDG_SH_DTH_RNCOM,2011,2011,2011,SEX,SEX_BTSX,Both sexes,13231.28,6754.22,23614.88
NCD_BMI_PLUS2C,1991,1991,1991,SEX,SEX_BTSX,Both sexes,1.08,0.16,3.61
SA_0000001747,2005,2005,2005,N/A,N/A,N/A,0.0,0.0,0.0
SA_0000001400,1974,1974,1974,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,1.57,0.0,0.0
NCD_DIABETES_PREVALENCE_CRUDE,2012,2012,2012,SEX,SEX_MLE,Male,13.51,9.3,18.43
NCD_BMI_25A,1995,1995,1995,SEX,SEX_MLE,Male,16.9,12.21,22.32
NCD_CCS_stroke,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_CCS_PAPlan,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_UNDER70,2010,2010,2010,SEX,SEX_MLE,Male,60.73,41.74,74.5
NCD_CHOL_MEANHDL_A,1994,1994,1994,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.2
NCD_BMI_PLUS1C,2014,2014,2014,SEX,SEX_BTSX,Both sexes,10.03,6.78,14.14
NCD_BMI_MINUS2C,2000,2000,2000,SEX,SEX_MLE,Male,20.13,10.69,31.12
NCD_PAA,2013,2013,2013,SEX,SEX_BTSX,Both sexes,19.97,13.66,27.26
NCD_DTH_TOT,2016,2016,2016,SEX,SEX_FMLE,Female,60431.37,32915.87,104110.1
NCD_CCS_Nicotine,2013,2013,2013,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANHDL_C,1983,1983,1983,SEX,SEX_BTSX,Both sexes,1.0,0.8,1.2
NCD_BMI_PLUS1C,2016,2016,2016,SEX,SEX_BTSX,Both sexes,12.86,7.35,19.95
NCD_BMI_18C,2007,2007,2007,SEX,SEX_BTSX,Both sexes,16.7,13.56,20.09
NCD_CHOL_MEANNONHDL_C,1988,1988,1988,SEX,SEX_FMLE,Female,2.6,2.2,2.9
NCD_UNDER70,2009,2009,2009,SEX,SEX_FMLE,Female,56.06,37.71,71.17
NCD_CCS_SaltPol,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_CCS_coronary,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_PLUS1C,2021,2021,2021,SEX,SEX_FMLE,Female,9.3,4.9,15.9
NCD_BMI_PLUS2C,1998,1998,1998,SEX,SEX_MLE,Male,2.0,0.15,7.44
SDG_SH_DTH_RNCOM,2019,2019,2019,SEX,SEX_FMLE,Female,3052.97,1392.1,6043.89
NCD_CHOL_MEANTOTALCHOL_C,1987,1987,1987,SEX,SEX_FMLE,Female,3.9,3.5,4.3
NCD_BMI_PLUS1C,2000,2000,2000,SEX,SEX_FMLE,Female,6.58,3.48,10.8
NCD_BMI_18A,2019,2019,2019,SEX,SEX_FMLE,Female,13.82,10.22,17.66
NCD_CHOL_MEANHDL_C,1999,1999,1999,SEX,SEX_MLE,Male,0.9,0.7,1.1
NCD_CHOL_MEANHDL_C,1987,1987,1987,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.2
NCD_BMI_30C,1990,1990,1990,SEX,SEX_BTSX,Both sexes,3.39,2.16,5.02
SA_0000001400,2005,2005,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,Wine,0.0,0.0,0.0
NCD_PAC,2013,2013,2013,SEX,SEX_MLE,Male,14.68,8.19,23.27
SDGSUICIDE,2018,2018,2018,SEX,SEX_MLE,Male,4.94,2.45,8.55
NCD_BMI_MINUS2C,1994,1994,1994,SEX,SEX_MLE,Male,21.48,11.21,33.05
NCD_BMI_25C,1991,1991,1991,SEX,SEX_FMLE,Female,21.45,15.2,28.79
NCD_DIABETES_PREVALENCE_CRUDE,2018,2018,2018,SEX,SEX_FMLE,Female,10.03,6.32,14.82
NCD_BMI_25A,2007,2007,2007,SEX,SEX_MLE,Male,23.65,19.98,27.57
NCD_BMI_30C,2011,2011,2011,SEX,SEX_MLE,Male,5.02,3.78,6.52
NCD_BMI_PLUS2C,1993,1993,1993,SEX,SEX_FMLE,Female,0.88,0.13,2.78
NCD_CHOL_MEANNONHDL_C,1983,1983,1983,SEX,SEX_FMLE,Female,2.5,2.1,2.9
SDG_SH_DTH_RNCOM,2002,2002,2002,SEX,SEX_BTSX,Both sexes,2117.1,1089.06,3807.69
NCD_BMI_PLUS1C,2013,2013,2013,SEX,SEX_BTSX,Both sexes,11.35,6.42,17.8
NCD_CHOL_MEANTOTALCHOL_A,1986,1986,1986,SEX,SEX_MLE,Male,3.9,3.4,4.4
NCD_BMI_PLUS2C,2009,2009,2009,SEX,SEX_FMLE,Female,2.5,0.36,7.78
SA_0000001747,2010,2010,2010,N/A,N/A,N/A,0.03,0.0,0.11
NCD_BMI_18C,1990,1990,1990,SEX,SEX_MLE,Male,21.83,14.09,30.56
NCD_BMI_MINUS2C,2005,2005,2005,SEX,SEX_MLE,Male,18.96,10.3,28.95
NCD_CHOL_MEANHDL_C,1990,1990,1990,SEX,SEX_MLE,Male,1.0,0.8,1.2
NCD_CHOL_MEANTOTALCHOL_A,1997,1997,1997,SEX,SEX_FMLE,Female,4.1,3.7,4.4
NCD_CCS_paaware,2015,2015,2015,N/A,N/A,N/A,,0.0,0.0
NCD_PAC_ADO,2008,2008,2008,SEX,SEX_MLE,Male,88.75,86.73,90.5
NCD_BMI_30C,2013,2013,2013,SEX,SEX_BTSX,Both sexes,10.44,9.05,11.89
SDGSUICIDE,2016,2016,2016,SEX,SEX_BTSX,Both sexes,3.86,1.87,6.84
NCD_BMI_PLUS2C,1997,1997,1997,SEX,SEX_FMLE,Female,1.0,0.23,2.64
SA_0000001688,2004,2004,2004,SEX,SEX_MLE,Male,0.0,0.0,0.0
SA_0000001400,2001,2001,2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.0,0.0,0.0
NCD_CHOL_MEANHDL_C,2006,2006,2006,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
NCD_BMI_30A,2002,2002,2002,SEX,SEX_FMLE,Female,11.25,8.32,14.65
NCD_BMI_18C,1995,1995,1995,SEX,SEX_BTSX,Both sexes,17.78,13.07,23.0
NCD_DIABETES_PREVALENCE_CRUDE,1993,1993,1993,SEX,SEX_BTSX,Both sexes,8.21,4.85,12.76
NCD_DIABETES_TREATMENT_AGESTD,1992,1992,1992,SEX,SEX_FMLE,Female,22.82,8.64,41.88
SA_0000001688,2020,2020,2020,SEX,SEX_MLE,Male,0.02,0.0,0.21
NCD_DIABETES_PREVALENCE_AGESTD,1998,1998,1998,SEX,SEX_FMLE,Female,16.46,9.49,25.45
NCD_BMI_MINUS2C,2016,2016,2016,SEX,SEX_BTSX,Both sexes,10.56,5.37,17.59
NCD_BMI_18A,1997,1997,1997,SEX,SEX_BTSX,Both sexes,16.3,12.23,20.94
SDG_SH_DTH_RNCOM,2019,2019,2019,SEX,SEX_BTSX,Both sexes,4597.1,2286.28,8301.93
SDGSUICIDE,2019,2019,2019,SEX,SEX_MLE,Male,7.39,0.0,0.0
NCD_PAC,2015,2015,2015,SEX,SEX_FMLE,Female,20.17,11.3,31.52
NCD_DIABETES_PREVALENCE_CRUDE,1997,1997,1997,SEX,SEX_FMLE,Female,13.95,7.69,22.3
NCD_PAA,2004,2004,2004,SEX,SEX_BTSX,Both sexes,22.02,12.2,34.26
NCD_PAC_ADO,2001,2001,2001,SEX,SEX_MLE,Male,87.97,85.76,89.88
NCD_CHOL_MEANNONHDL_A,1985,1985,1985,SEX,SEX_FMLE,Female,2.6,2.2,3.0
NCD_BMI_25C,2012,2012,2012,SEX,SEX_BTSX,Both sexes,29.01,26.68,31.42
NCD_CHOL_MEANHDL_C,1982,1982,1982,SEX,SEX_MLE,Male,1.0,0.7,1.3
NCD_BMI_30C,2022,2022,2022,SEX,SEX_MLE,Male,10.42,7.3,14.27
NCD_BMI_PLUS1C,2000,2000,2000,SEX,SEX_MLE,Male,7.05,2.3,15.04
NCD_CHOL_MEANNONHDL_A,1989,1989,1989,SEX,SEX_FMLE,Female,2.6,2.3,3.0
NCD_DIABETES_PREVALENCE_AGESTD,2016,2016,2016,SEX,SEX_MLE,Male,10.35,6.88,14.38
NCD_BMI_25C,2002,2002,2002,SEX,SEX_BTSX,Both sexes,23.22,20.08,26.67
SDG_SH_DTH_RNCOM,2005,2005,2005,SEX,SEX_BTSX,Both sexes,10787.04,5365.05,19702.53
NCD_DIABETES_TREATMENT_AGESTD,1995,1995,1995,SEX,SEX_BTSX,Both sexes,26.09,14.26,40.45
NCD_DIABETES_PREVALENCE_CRUDE,2009,2009,2009,SEX,SEX_MLE,Male,14.4,9.59,20.13
NCD_CHOL_MEANNONHDL_C,2013,2013,2013,SEX,SEX_BTSX,Both sexes,2.9,2.8,3.0
NCD_CHOL_MEANNONHDL_C,1989,1989,1989,SEX,SEX_MLE,Male,2.6,2.3,2.9
NCD_BMI_25C,1992,1992,1992,SEX,SEX_FMLE,Female,22.0,15.9,29.15
SDGSUICIDE,2008,2008,2008,SEX,SEX_MLE,Male,5.18,2.55,8.97
NCD_BMI_30C,2002,2002,2002,SEX,SEX_FMLE,Female,9.71,7.12,12.72
NCD_BMI_PLUS1C,1997,1997,1997,SEX,SEX_BTSX,Both sexes,5.43,2.52,9.98
NCD_BMI_PLUS1C,2012,2012,2012,SEX,SEX_MLE,Male,14.52,6.68,25.5
NCD_BMI_MINUS2C,2016,2016,2016,SEX,SEX_MLE,Male,21.42,14.19,29.49
NCD_BMI_PLUS2C,2009,2009,2009,SEX,SEX_BTSX,Both sexes,2.12,0.98,3.87
NCD_CHOL_MEANHDL_A,2003,2003,2003,SEX,SEX_FMLE,Female,1.1,0.9,1.2
NCD_BMI_MINUS2C,2016,2016,2016,SEX,SEX_BTSX,Both sexes,14.28,9.83,19.54
NCD_CHOL_MEANTOTALCHOL_A,1983,1983,1983,SEX,SEX_MLE,Male,3.9,3.3,4.5
NCD_CHOL_MEANNONHDL_C,1990,1990,1990,SEX,SEX_MLE,Male,2.6,2.3,2.9
NCD_DIABETES_TREATMENT_AGESTD,2022,2022,2022,SEX,SEX_BTSX,Both sexes,37.81,25.78,51.25
NCD_CCS_Aspirin,2015,2015,2015,N/A,N/A,N/A,,0.0,0.0
SDG_SH_DTH_RNCOM,2009,2009,2009,SEX,SEX_BTSX,Both sexes,59233.05,34646.3,93027.8
NCD_BMI_PLUS2C,2022,2022,2022,SEX,SEX_FMLE,Female,3.63,1.0,8.18
SDG_SH_DTH_RNCOM,2003,2003,2003,SEX,SEX_BTSX,Both sexes,2206.32,1144.38,3957.85
NCD_CCS_PA_GUIDELINES_OLDADULTS,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_CCS_DietPlan,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_PLUS2C,1996,1996,1996,SEX,SEX_BTSX,Both sexes,1.48,0.27,4.4
NCD_BMI_18A,1991,1991,1991,SEX,SEX_MLE,Male,20.15,13.06,28.26
SDGSUICIDE,2019,2019,2019,SEX,SEX_FMLE,Female,3.2,0.0,0.0
NCD_BMI_MINUS2C,2003,2003,2003,SEX,SEX_BTSX,Both sexes,14.99,9.58,21.18
SDG_SH_DTH_RNCOM,2001,2001,2001,SEX,SEX_BTSX,Both sexes,2005.95,1028.96,3630.54
NCD_CHOL_MEANNONHDL_C,1992,1992,1992,SEX,SEX_BTSX,Both sexes,2.6,2.4,2.8
NCD_CHOL_MEANTOTALCHOL_A,2015,2015,2015,SEX,SEX_FMLE,Female,4.2,3.9,4.5
NCD_UNDER70,2017,2017,2017,SEX,SEX_MLE,Male,58.28,40.17,72.23
NCD_CHOL_MEANTOTALCHOL_A,1998,1998,1998,SEX,SEX_FMLE,Female,4.1,3.7,4.4
