GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),COUNTRY (DISPLAY),DIMENSION (NAME),Average
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1997,Sudan,Both sexes,82.4453
CM_01,Number of under-five deaths,1997,Sudan,Male,48336
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1997,Sudan,Female,5.18449
CM_04,Number of deaths among children ages 5 to 9 years,1997,Sudan,Female,2829
NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),1997,Sudan,Both sexes,0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),1997,Sudan,,0.15
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),1997,Sudan,Male,15.72892
SDGSUICIDE,Crude suicide rates (per 100 000 population),1997,Sudan,Male,5.5
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),1997,Sudan,,121.5
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1997,Sudan,Male,22.132135
RSUD_240,Compulsory treatment for people with drug use disorders in the criminal justice system,1997,Sudan,In addition to criminal sanction,0
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),1997,Sudan,Total,56.65
LIFE_0000000035,ex - expectation of life at age x,1997,Sudan,Male,21.43591
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),1997,Sudan,Total,22.30011
MORT_100,Number of deaths,1997,Sudan,Both sexes,4802.53065
LIFE_0000000030,nqx - probability of dying between ages x and x+n,1997,Sudan,Female,0.0177
LIFE_0000000030,nqx - probability of dying between ages x and x+n,1997,Sudan,Female,0.02466
LIFE_0000000035,ex - expectation of life at age x,1997,Sudan,Female,59.18219
HWF_0012,Dental Assistants and Therapists (number),1997,Sudan,,295
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1997,Sudan,Male,6.96635
LIFE_0000000035,ex - expectation of life at age x,1997,Sudan,Male,14.32605
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1997,Sudan,Total,38.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),1997,Sudan,0-27 days,0.00024
WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),1997,Sudan,Female,13.96424
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1997,Sudan,Female,21.99407
CM_02,Number of infant deaths,1997,Sudan,Male,30698
HIV_0000000026,Number of new HIV infections,1996,Sudan,Male,1650
MORT_MATERNALNUM,Number of maternal deaths,1996,Sudan,,5709.351355
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1996,Sudan,Female,12.7
TB_hivtest_pct,TB patients with known HIV status (%),1996,Sudan,,14
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1996,Sudan,Rural,0.02637
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",1996,Sudan,Female,3.35
LIFE_0000000030,nqx - probability of dying between ages x and x+n,1996,Sudan,Both sexes,0.04568
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1996,Sudan,Female,5.077785
MORT_300,Distribution of causes of death among children aged < 5 years (%),1996,Sudan,1-59 months,0.05669
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1996,Sudan,Male,25.765205
AIR_11,Household air pollution attributable deaths,1996,Sudan,Both sexes,3293.220945
LIFE_0000000033,nLx - person-years lived between ages x and x+n,1996,Sudan,Both sexes,465260.7991
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),1996,Sudan,Total,3550
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",1996,Sudan,Both sexes,2.8904
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1996,Sudan,Urban,5.431915
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1996,Sudan,Male,5657.5
W13_ind_liability_A,Health warnings on cigarette packaging do not remove or diminish the liability of the tobacco industry,1996,Sudan,,0
LIFE_0000000031,lx - number of people left alive at age x,1996,Sudan,Male,74901.26031
NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1996,Sudan,Male,23.77271
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1996,Sudan,Total,1.72428
FINPROTECTION_IMP_P215_POP,"Population pushed further below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",1996,Sudan,Male,15.1
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",1996,Sudan,Male,10.23577
TB_c_new_tsr,Treatment success rate: new TB cases,1996,Sudan,,76
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",1996,Sudan,6 to 11 months,7.1
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),1996,Sudan,Severe,235.45
P15_complaints,National smoking ban: CITIZEN COMPLAINTS AND INVESTIGATIONS,1996,Sudan,,0
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),1996,Sudan,Total,36.57503
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1996,Sudan,Both sexes,4304
LIFE_0000000034,Tx - person-years lived above age x,1996,Sudan,Male,75004.6047
NTD_ONCTREAT,Reported number of individuals treated for onchocerciasis,1996,Sudan,,329702
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1996,Sudan,Male,5.14568
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1996,Sudan,Total,0.11081
MORT_100,Number of deaths,1996,Sudan,Both sexes,4469.72296
WHS3_46,Total tetanus - number of reported cases,1996,Sudan,,137
LIFE_0000000034,Tx - person-years lived above age x,1996,Sudan,Female,1190913.37
LIFE_0000000034,Tx - person-years lived above age x,1996,Sudan,Female,6205375.715
NUTSTUNTINGNUM,"Stunting numbers among children under 5 years of age (millions), model-based estimates",1996,Sudan,,2.61315
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1996,Sudan,Total,5.561055
MORT_200,Deaths per 1 000 live births,1996,Sudan,0-27 days,5.16794
MORT_100,Number of deaths,1996,Sudan,Both sexes,1337.739
SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",1996,Sudan,Female,3.953225
WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),1996,Sudan,Male,257.7163
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1996,Sudan,Female,1.45456
CM_01,Number of under-five deaths,1996,Sudan,Both sexes,76827.5
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996,Sudan,Total,1.05
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1996,Sudan,Both sexes,2122.38138
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),1996,Sudan,Total,3035
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1996,Sudan,Female,0.00083
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1996,Sudan,Female,18.52985
P15_complaints,National smoking ban: CITIZEN COMPLAINTS AND INVESTIGATIONS,1996,Sudan,,0
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),1996,Sudan,Urban,1.04433
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",1996,Sudan,Female,2.5
PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),1996,Sudan,Urban,19.4
O_Avail_hosp,Treatment for tobacco dependence available in hospitals,1996,Sudan,,0
MORT_200,Deaths per 1 000 live births,1996,Sudan,0-4 years,1.57018
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",1996,Sudan,Both sexes,2448.375
O_Bup_sold,Bupropion - legally sold,1996,Sudan,,0
LIFE_0000000034,Tx - person-years lived above age x,1996,Sudan,Female,2435710.728
P5_indoor_off,National smoking ban in INDOOR OFFICES,1996,Sudan,,0
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1996,Sudan,Male,0.00245
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),1996,Sudan,,33.33
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",1996,Sudan,Female,937.481505
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1996,Sudan,Female,576.12765
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1996,Sudan,Urban,4.734085
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1996,Sudan,Male,0.07422
TB_e_inc_num,Number of incident tuberculosis cases,1996,Sudan,,64000
TB_1,Tuberculosis treatment coverage,1996,Sudan,,131
LIFE_0000000034,Tx - person-years lived above age x,1996,Sudan,Male,915022.8082
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996,Sudan,Urban,19.45
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1996,Sudan,Male,789.41518
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1996,Sudan,Both sexes,12.111145
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),1996,Sudan,Urban,60.14022
GHED_CHEGDP_SHA2011,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%),1996,Sudan,,2.84
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1996,Sudan,Both sexes,9126.6583
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996,Sudan,Urban,21.1
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1996,Sudan,Male,3.9
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,1996,Sudan,,850
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1996,Sudan,Female,4.07367
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,1996,Sudan,,2200
MORT_200,Deaths per 1 000 live births,1996,Sudan,0-4 years,3.81476
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996,Sudan,Total,0.2
LIFE_0000000030,nqx - probability of dying between ages x and x+n,1996,Sudan,Female,1
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1996,Sudan,Female,14.898805
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1996,Sudan,Female,4.90062
ASSISTIVETECH_Q07,Availability of education/training for assistive technology,1996,Sudan,Training related to Mobility,0
MORT_100,Number of deaths,1996,Sudan,Both sexes,3925.36761
LIFE_0000000035,ex - expectation of life at age x,1996,Sudan,Both sexes,56.75407
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",1996,Sudan,Male,22.32468
WSH_SANITATION_OD,Population practising open defecation (%),1996,Sudan,Total,37.94993
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),1996,Sudan,Urban,71.12911
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1996,Sudan,Male,19.62267
MORT_100,Number of deaths,1996,Sudan,Both sexes,2460
SDGHIV,New HIV infections (per 1000 uninfected population),1996,Sudan,Female,0.105
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),1996,Sudan,Urban,76.5
LIFE_0000000031,lx - number of people left alive at age x,1996,Sudan,Female,21836.75941
NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),1996,Sudan,Moderate,21.85
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1996,Sudan,Male,1
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1996,Sudan,Male,80.702065
MORT_100,Number of deaths,1996,Sudan,Both sexes,4.10839
PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions),1996,Sudan,Rural,14.474555
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996,Sudan,Total,70.85
HIV_0000000026,Number of new HIV infections,1996,Sudan,Female,2200
NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1996,Sudan,Female,4.05
WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),1996,Sudan,Total,20.6232
NCD_CCS_paaware,Implementation of physical activity public awareness program,1996,Sudan,,0
P_compl_p4,Compliance with smoke-free government facilities law (score),1996,Sudan,,0
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1996,Sudan,Total,0.433985
LIFE_0000000033,nLx - person-years lived between ages x and x+n,1996,Sudan,Male,147203.9393
LIFE_0000000034,Tx - person-years lived above age x,1996,Sudan,Both sexes,1063757.337
NCD_PAC_ADO,Insufficiently active (crude estimate),1996,Sudan,Male,88.615655
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1996,Sudan,Both sexes,10.47163
LIFE_0000000033,nLx - person-years lived between ages x and x+n,1996,Sudan,Female,449457.3539
LIFE_0000000030,nqx - probability of dying between ages x and x+n,1996,Sudan,Both sexes,0.10399
CM_01,Number of under-five deaths,1996,Sudan,Male,56081.5
WHS3_56,Neonatal tetanus - number of reported cases,1996,Sudan,,260
SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",1996,Sudan,Male,1.00492
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1996,Sudan,Female,0.00147
CM_02,Number of infant deaths,1996,Sudan,Male,26917
SDGSUICIDE,Crude suicide rates (per 100 000 population),1996,Sudan,Both sexes,4.355
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1996,Sudan,Female,1.43447
LIFE_0000000033,nLx - person-years lived between ages x and x+n,1996,Sudan,Male,407935.7685
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",1996,Sudan,Male,0
AIR_51,Household air pollution attributable death rate (per 100 000 population),1996,Sudan,Both sexes,10.16742
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1996,Sudan,Male,20.488265
PHE_HHAIR_PROP_POP_POLLUTING_FUELS,Proportion of population with primary reliance on polluting fuels and technologies for cooking (%),1996,Sudan,Total,76.9
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1996,Sudan,Both sexes,161.87194
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1996,Sudan,Female,0.00106
SDGHIV,New HIV infections (per 1000 uninfected population),1996,Sudan,Both sexes,0.095
TB_hiv_art_pct,HIV-positive TB patients on ART (antiretroviral therapy) (%),1996,Sudan,,10
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1996,Sudan,Both sexes,1
W15_specific_hw_B,Does the law mandate specific health warnings on other smoked tobacco packaging?,1996,Sudan,,0
NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1996,Sudan,Female,11.48666
NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",1996,Sudan,Both sexes,18.034435
AIR_15,Household air pollution attributable DALYs,1996,Sudan,Both sexes,5341.650395
NTD_YAWSNUM_CONF,Number of confirmed yaws cases reported,1996,Sudan,,0
LIFE_0000000034,Tx - person-years lived above age x,1996,Sudan,Male,5941712.512
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996,Sudan,Urban,26.05
MORT_100,Number of deaths,1996,Sudan,Both sexes,8037.94087
P2_education,National smoking ban in EDUCATIONAL FACILITIES EXCEPT UNIVERSITIES,1996,Sudan,,0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,1996,Sudan,,1020
MORT_200,Deaths per 1 000 live births,1996,Sudan,1-59 months,5.29734
TB_c_newinc,Tuberculosis - new and relapse cases,1996,Sudan,,20477
MORT_300,Distribution of causes of death among children aged < 5 years (%),1996,Sudan,1-59 months,0
LIFE_0000000035,ex - expectation of life at age x,1996,Sudan,Male,32.59098
MORT_100,Number of deaths,1996,Sudan,Both sexes,385.73952
GHED_GGHE-D_pc_US_SHA2011,Domestic general government health expenditure (GGHE-D) per capita in US$,1996,Sudan,,5.98
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996,Sudan,Urban,52.145
WSH_WATER_BASIC,Population using at least basic drinking-water services (%),1996,Sudan,Rural,36.07338
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1996,Sudan,Female,102.880305
LIFE_0000000033,nLx - person-years lived between ages x and x+n,1996,Sudan,Both sexes,398951.5258
MORT_300,Distribution of causes of death among children aged < 5 years (%),1996,Sudan,0-27 days,0
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996,Sudan,Rural,4.25
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1996,Sudan,Secondary education,13.75
Yth_daily_tob_smoking,Prevalence of daily tobacco smoking among adolescents (%),1996,Sudan,Female,0
MORT_100,Number of deaths,1996,Sudan,Both sexes,3417.32863
MORT_200,Deaths per 1 000 live births,1996,Sudan,0-27 days,0.25759
HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN,Mean hemoglobin level of women of reproductive age (aged 15-49 years),1996,Sudan,,119.5
PHE_HHAIR_POP_CLEAN_FUELS,Population with primary reliance on clean fuels and technologies for cooking (in millions),1996,Sudan,Urban,9.57776
MORT_MATERNALNUM,Number of maternal deaths,1996,Sudan,,4534.583255
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1996,Sudan,Both sexes,3695.5
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",1996,Sudan,Wine,0
NUTRITION_ANAEMIA_NONPREGNANT_NUM,Number of non-pregnant women (aged 15-49 years) with anaemia (thousands),1996,Sudan,Moderate,1623.5
MORT_300,Distribution of causes of death among children aged < 5 years (%),1996,Sudan,0-27 days,0.00758
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1996,Sudan,Both sexes,10.294565
MORT_100,Number of deaths,1996,Sudan,Both sexes,1375.71299
LIFE_0000000035,ex - expectation of life at age x,1996,Sudan,Both sexes,54.13056
HEMOGLOBINLEVEL_NONPREGNANT_MEAN,Mean hemoglobin level of non-pregnant women (aged 15-49 years),1996,Sudan,,122.5
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",1996,Sudan,Male,0.10328
CM_04,Number of deaths among children ages 5 to 9 years,1996,Sudan,Female,2490.5
W6_font_C,"Does the law mandate font style, font size and colour of health warnings on smokeless tobacco packaging?",1996,Sudan,,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),1996,Sudan,1-59 months,0.09285
CM_02,Number of infant deaths,1996,Sudan,Female,25002.5
AIR_51,Household air pollution attributable death rate (per 100 000 population),1996,Sudan,Female,22.098545
MORT_200,Deaths per 1 000 live births,1996,Sudan,0-4 years,0.62943
MORT_200,Deaths per 1 000 live births,1996,Sudan,1-59 months,1.65532
WHOSIS_000015,Life expectancy at age 60 (years),1996,Sudan,Both sexes,17.26901
NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1996,Sudan,Both sexes,11.4825
NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",1996,Sudan,Both sexes,16.58579
LIFE_0000000034,Tx - person-years lived above age x,1996,Sudan,Male,5816181.84
MORT_MATERNALNUM,Number of maternal deaths,1996,Sudan,,4380.676425
MORT_100,Number of deaths,1995,Sudan,Both sexes,240.49502
LIFE_0000000033,nLx - person-years lived between ages x and x+n,1995,Sudan,Female,459074.4373
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",1995,Sudan,Female,1.45
O_Avail_hlth_clin,Treatment for tobacco dependence available in health clinics or other primary care facilities,1995,Sudan,,0
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",1995,Sudan,Both sexes,5294.106
MORT_300,Distribution of causes of death among children aged < 5 years (%),1995,Sudan,1-59 months,0
SDGSUICIDE,Crude suicide rates (per 100 000 population),1995,Sudan,Male,7.39
NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),1995,Sudan,Female,21.4053
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1995,Sudan,Both sexes,25.01152
GHED_GGHE-D_pc_US_SHA2011,Domestic general government health expenditure (GGHE-D) per capita in US$,1995,Sudan,,27.46
MORT_200,Deaths per 1 000 live births,1995,Sudan,0-4 years,0.21737
MDG_0000000020,Incidence of tuberculosis (per 100 000 population per year),1995,Sudan,,148.5
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1995,Sudan,Both sexes,38.30907
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1995,Sudan,Male,4294
MORT_100,Number of deaths,1995,Sudan,Both sexes,0
MORT_100,Number of deaths,1995,Sudan,Both sexes,262.19885
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1995,Sudan,Female,0.0066
CM_02,Number of infant deaths,1995,Sudan,Female,43157.5
NUTOVERWEIGHTNUM,"Overweight numbers among children under 5 years of age (millions), model-based estimates",1995,Sudan,,0.15445
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1995,Sudan,Both sexes,6602.67247
NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),1995,Sudan,Both sexes,23.228005
NCD_PAC_ADO,Insufficiently active (crude estimate),1995,Sudan,Male,87.821345
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1995,Sudan,Female,2.6
MALARIA_PRES_CASES,Number of presumed malaria cases,1995,Sudan,,3964270
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1995,Sudan,Both sexes,29.05352
TAXBEV_PRICE,Beverage price,1995,Sudan,Alcoholic,0
NUTSTUNTINGNUM,"Stunting numbers among children under 5 years of age (millions), model-based estimates",1995,Sudan,,1.7559
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1995,Sudan,Male,1
NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1995,Sudan,Male,10.784825
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,Sudan,Male,8.66932
NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1995,Sudan,Male,18.1
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1995,Sudan,Male,0.0083
WHS3_46,Total tetanus - number of reported cases,1995,Sudan,,174
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",1995,Sudan,Both sexes,94.76325
NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1995,Sudan,Female,2.65
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),1995,Sudan,Severe,3.9
W25_quitline_number_B,The quit line number must appear on other smoked tobacco packaging or labelling,1995,Sudan,,0
CM_01,Number of under-five deaths,1995,Sudan,Male,57091.5
NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1995,Sudan,Both sexes,23.378885
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1995,Sudan,Male,115.235795
SDG_SH_DTH_RNCOM,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",1995,Sudan,Both sexes,12533.7885
PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1995,Sudan,Total,14.4
RSUD_410,Reported treatment coverage for substance dependence,1995,Sudan,Cannabis dependence,0
SA_0000001411,"Alcohol, abstainers past 12 months (%), age-standardized",1995,Sudan,Female,96.015455
GHED_PVT-DCHE_SHA2011,Domestic private health expenditure (PVT-D) as percentage of current health expenditure (CHE) (%),1995,Sudan,,58.93
MORT_100,Number of deaths,1995,Sudan,Both sexes,898.30365
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1995,Sudan,Urban,0.085335
SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol)",1995,Sudan,All types,0.02793
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,1995,Sudan,Female,0.00459
Camp_aud_research,Formative research was conducted,1995,Sudan,,0
LIFE_0000000034,Tx - person-years lived above age x,1995,Sudan,Both sexes,3600130.051
MORT_300,Distribution of causes of death among children aged < 5 years (%),1995,Sudan,0-27 days,0.21956
RSUD_390,Self-help groups,1995,Sudan,Cocaine Anonymous,0
MORT_300,Distribution of causes of death among children aged < 5 years (%),1995,Sudan,0-27 days,0.22191
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),1995,Sudan,Severe,3.6
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),1995,Sudan,Moderate,19.3
MORT_100,Number of deaths,1995,Sudan,Both sexes,0
HIV_0000000020,Estimated number of pregnant women living with HIV,1995,Sudan,,2.5
NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",1995,Sudan,24 to 35 months,5.4
TB_c_dst_rlt_ret_pct,Previously treated cases tested for RR-/MDR-TB (%),1995,Sudan,,7.4
PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",1995,Sudan,Total,6.69668
LIFE_0000000032,ndx - number of people dying between ages x and x+n,1995,Sudan,Male,5509.58199
