,name,amenity,addr_city,osm_id,osm_type,geometry,name_english,Latitude,Longitude,City,State
509,صيدلية الزاوية,pharmacy,,7166679479,nodes,POINT (32.435936 15.6195621),Corner Pharmacy,15.6195621,32.435936,Omdurman,Khartoum
510,صيدلية الصليحابي,pharmacy,,7245795658,nodes,POINT (32.4795609 15.6214371),Al-Sulayhabi Pharmacy,15.6214371,32.4795609,Omdurman,Khartoum
511,صيدلية قيلي - امبدة,pharmacy,,7169487968,nodes,POINT (32.4439392 15.6248121),Qili Pharmacy - Ombada,15.6248121,32.4439392,Omdurman,Khartoum
512,صيدلية المك نمر - المهندسين,pharmacy,,7159901226,nodes,POINT (32.4709358 15.6123123),Al Mak Nimr Pharmacy - Mohandessin,15.6123123,32.4709358,Omdurman,Khartoum
513,صيدلية ود موسى,pharmacy,,7158937082,nodes,POINT (32.4615631 15.623313),Wad Musa Pharmacy,15.623313,32.4615631,Omdurman,Khartoum
514,,pharmacy,,4548450100,nodes,POINT (32.5475198 15.5855554),,15.5855554,32.5475198,Khartoum,Khartoum
515,جنرال موتورز,pharmacy,الخرطوم,4548474191,nodes,POINT (32.548408 15.5824553),General Motors,15.5824553,32.548408,Khartoum,Khartoum
516,صيدلية أسيف,pharmacy,,7239599985,nodes,POINT (32.5087885 15.5152766),Asif Pharmacy,15.5152766,32.5087885,Khartoum,Khartoum
517,صيدلي,pharmacy,,7239599885,nodes,POINT (32.5087972 15.5152815),pharmaceutical,15.5152815,32.5087972,Khartoum,Khartoum
518,صيدلية اسيف,pharmacy,,7005468243,nodes,POINT (32.5086861 15.5153122),Asif Pharmacy,15.5153122,32.5086861,Khartoum,Khartoum
519,صيدلية أسيل,pharmacy,,6802229859,nodes,POINT (32.5059488 15.5243184),Aseel Pharmacy,15.5243184,32.5059488,Khartoum,Khartoum
520,مركز بروقريس الطبي,hospital,,7905516323,nodes,POINT (32.4879997 15.5185415),Progress Medical Center,15.5185415,32.4879997,Khartoum,Khartoum
521,صيدلية الكفاءة,pharmacy,,7005463636,nodes,POINT (32.4988136 15.5159378),Efficiency Pharmacy,15.5159378,32.4988136,Khartoum,Khartoum
522,صيدلية المنهاج,pharmacy,,7005478765,nodes,POINT (32.4996872 15.5084372),Al-Manhaj Pharmacy,15.5084372,32.4996872,Khartoum,Khartoum
523,مستشف المنورة التخصصي,clinic,,5208709921,nodes,POINT (32.4823089 15.4863417),Al-Manawarah Specialized Hospital,15.4863417,32.4823089,Khartoum,Khartoum
524,صيدلية الوسيلة 7,pharmacy,,6903193391,nodes,POINT (32.4825912 15.4972986),Al Wasila Pharmacy 7,15.4972986,32.4825912,Khartoum,Khartoum
525,صيدلية بشارة 2,pharmacy,,7167484350,nodes,POINT (32.4521866 15.6480627),Bishara Pharmacy 2,15.6480627,32.4521866,Omdurman,Khartoum
526,صيدلية روسلين,pharmacy,,7032786968,nodes,POINT (32.4978142 15.4904375),Rosslyn Pharmacy,15.4904375,32.4978142,Khartoum,Khartoum
527,صيدلية الفرسان - ش نوباتيا,pharmacy,,7079502248,nodes,POINT (32.4945641 15.4819374),Al Fursan Pharmacy - Nobatia Street,15.4819374,32.4945641,Khartoum,Khartoum
528,صيدلية شهاب تبد,pharmacy,,7079468867,nodes,POINT (32.4869385 15.4808121),Shihab Pharmacy Tabad,15.4808121,32.4869385,Khartoum,Khartoum
529,صيدلية بيتنا 1,pharmacy,,7034393009,nodes,POINT (32.5036888 15.4875622),Our Home Pharmacy 1,15.4875622,32.5036888,Khartoum,Khartoum
530,صيدلية د رونق صالح,pharmacy,,7040847789,nodes,POINT (32.496563 15.4941874),Dr. Ronak Saleh Pharmacy,15.4941874,32.496563,Khartoum,Khartoum
531,صيدلية د امجد الحديثة,pharmacy,,7040835608,nodes,POINT (32.4976883 15.4971876),Dr. Amjad Modern Pharmacy,15.4971876,32.4976883,Khartoum,Khartoum
532,صيدلية الاسكان 72,pharmacy,,6814311833,nodes,POINT (32.4794862 15.7550417),Housing Pharmacy 72,15.7550417,32.4794862,Omdurman,Khartoum
533,صيدلية عبد العظيم,pharmacy,,6814311832,nodes,POINT (32.4792985 15.7538646),Abdul Azim Pharmacy,15.7538646,32.4792985,Omdurman,Khartoum
534,صيدلية الوكيل,pharmacy,,7246981263,nodes,POINT (32.4925613 15.6426878),Al Wakeel Pharmacy,15.6426878,32.4925613,Omdurman,Khartoum
535,صيدلية شفاء العليل,pharmacy,,7216138334,nodes,POINT (32.4524384 15.6783123),Shifa Al-Aleel Pharmacy,15.6783123,32.4524384,Omdurman,Khartoum
536,صيدلية الشكري,pharmacy,,7216145288,nodes,POINT (32.4576874 15.6830626),Al-Shukri Pharmacy,15.6830626,32.4576874,Omdurman,Khartoum
537,صيدلية عرفات,pharmacy,,7200391547,nodes,POINT (32.4529381 15.6555624),Arafat Pharmacy,15.6555624,32.4529381,Omdurman,Khartoum
538,صيدلية امبدة الحارة الخامسة,pharmacy,,7200399343,nodes,POINT (32.453064 15.6526871),"Omdurman Pharmacy, Fifth District",15.6526871,32.453064,Omdurman,Khartoum
539,بنك النيل - كوبر,,,6874940544,nodes,POINT (32.5436859 15.6238127),Nile Bank - Cooper,15.6238127,32.5436859,Omdurman,Khartoum
540,مختبرات توتال لاب كير,,,6875522966,nodes,POINT (32.5633498 15.5665723),Total Lab Care Laboratories,15.5665723,32.5633498,Khartoum,Khartoum
541,مركز سفانة للعلاج الطبيعي و التأهيل,,,7905516322,nodes,POINT (32.5705522 15.5771113),Safana Center for Physiotherapy and Rehabilitation,15.5771113,32.5705522,Khartoum,Khartoum
542,صيدلية مكة 9,pharmacy,,6796880708,nodes,POINT (32.4760148 15.7045465),Mecca Pharmacy 9,15.7045465,32.4760148,Omdurman,Khartoum
543,صيدلية الدار البيضاء,pharmacy,,2102560374,nodes,POINT (32.4694772 15.607482),Casablanca Pharmacy,15.607482,32.4694772,Omdurman,Khartoum
544,صيدلية ماجدولين,pharmacy,,7154236924,nodes,POINT (32.4611893 15.6080627),Magdalene Pharmacy,15.6080627,32.4611893,Omdurman,Khartoum
545,مركز البدائع الطبي,clinic,,6801555580,nodes,POINT (32.4646532 15.6080727),Al Badai Medical Center,15.6080727,32.4646532,Omdurman,Khartoum
546,صيدلية البدائع,pharmacy,,6801581009,nodes,POINT (32.464546 15.6080907),Al Badai Pharmacy,15.6080907,32.464546,Omdurman,Khartoum
547,مجمع المهندسين الطبي,clinic,,6801559886,nodes,POINT (32.4623943 15.6085285),Engineers Medical Complex,15.6085285,32.4623943,Omdurman,Khartoum
548,مركز التهامي الطبي,clinic,,6801576535,nodes,POINT (32.4590244 15.6086849),Al-Tahami Medical Center,15.6086849,32.4590244,Omdurman,Khartoum
549,عيادة احمد بدير,doctors,,7052688185,nodes,POINT (32.4542177 15.6072246),Ahmed Badir Clinic,15.6072246,32.4542177,Omdurman,Khartoum
550,صيدلية حلال الطبية,pharmacy,,7020583067,nodes,POINT (32.4534283 15.6046355),Halal Medical Pharmacy,15.6046355,32.4534283,Omdurman,Khartoum
551,صيدلية سعد رشوان,pharmacy,,7021264172,nodes,POINT (32.462632 15.6016233),Saad Rashwan Pharmacy,15.6016233,32.462632,Omdurman,Khartoum
552,صيدلية يولاند,pharmacy,,7020571847,nodes,POINT (32.4523927 15.602119),Yoland Pharmacy,15.602119,32.4523927,Omdurman,Khartoum
553,صيدلية الهجان,pharmacy,,6801517152,nodes,POINT (32.4446806 15.6129552),Al-Hagan Pharmacy,15.6129552,32.4446806,Omdurman,Khartoum
554,صيدلية صلاح سعد 3,pharmacy,,7160781207,nodes,POINT (32.454689 15.6125622),Salah Saad Pharmacy 3,15.6125622,32.454689,Omdurman,Khartoum
555,صيدلية المنذر,pharmacy,,6813462665,nodes,POINT (32.4560975 15.6130365),Al-Mundhir Pharmacy,15.6130365,32.4560975,Omdurman,Khartoum
556,صيدلية ابو الانجاز,pharmacy,,7169479053,nodes,POINT (32.4584389 15.6249371),Abu Al-Enjaz Pharmacy,15.6249371,32.4584389,Omdurman,Khartoum
557,صيدلية سناء,pharmacy,,7154106929,nodes,POINT (32.4536858 15.605938),Sanaa Pharmacy,15.605938,32.4536858,Omdurman,Khartoum
558,صيدلية د. ولاء,pharmacy,,6801548150,nodes,POINT (32.4530653 15.6129529),Dr. Walaa Pharmacy,15.6129529,32.4530653,Omdurman,Khartoum
559,صيدلية ود موسى 5,pharmacy,,7167399149,nodes,POINT (32.4500618 15.6479378),Wad Musa Pharmacy 5,15.6479378,32.4500618,Omdurman,Khartoum
560,Military hospital,doctors,,8033534689,nodes,POINT (30.4675752 19.1780238),Military hospital,19.1780238,30.4675752,Dongola,Northern
561,Dongola hospital,doctors,,8033556185,nodes,POINT (30.4661309 19.1782763),Dongola hospital,19.1782763,30.4661309,Dongola,Northern
562,صيدلية ابو المقداد 2,pharmacy,,4234691589,nodes,POINT (32.5797995 15.5050684),Abu Al-Muqdad Pharmacy 2,15.5050684,32.5797995,Khartoum,Khartoum
563,صيدلية ابو المقداد 7,pharmacy,,6903712953,nodes,POINT (32.580124 15.5056923),Abu Al-Muqdad Pharmacy 7,15.5056923,32.580124,Khartoum,Khartoum
564,مركز صحي الجريف شرق,clinic,,7040091879,nodes,POINT (32.6089679 15.5838221),Al Jereif East Health Center,15.5838221,32.6089679,Khartoum,Khartoum
565,صيدلية موسكو,pharmacy,,6796038046,nodes,POINT (32.6082759 15.5892165),Moscow Pharmacy,15.5892165,32.6082759,Khartoum,Khartoum
566,صيدلية عياش,pharmacy,,6941913099,nodes,POINT (32.6087375 15.5874797),Ayash Pharmacy,15.5874797,32.6087375,Khartoum,Khartoum
567,مجمع لميس الطبي,clinic,,5465427822,nodes,POINT (32.6087728 15.5871208),Lamis Medical Complex,15.5871208,32.6087728,Khartoum,Khartoum
568,مستشفى شرق النيل,hospital,,7207950585,nodes,POINT (32.6046896 15.5982251),East Nile Hospital,15.5982251,32.6046896,Khartoum,Khartoum
569,صيدلية الفاروق,pharmacy,,6942755406,nodes,POINT (32.6031583 15.6138212),Al Farooq Pharmacy,15.6138212,32.6031583,Khartoum,Khartoum
570,صيدلية الفاروق,pharmacy,,4639833991,nodes,POINT (32.603344 15.613707),Al Farooq Pharmacy,15.613707,32.603344,Khartoum,Khartoum
571,صيدلية الطائف,pharmacy,,4633226294,nodes,POINT (32.5640049 15.5618619),Taif Pharmacy,15.5618619,32.5640049,Khartoum,Khartoum
572,صيدلية وي كير,pharmacy,,4633226293,nodes,POINT (32.5636829 15.5594343),We Care Pharmacy,15.5594343,32.5636829,Khartoum,Khartoum
573,Al-Ezaby,pharmacy,,5968323186,nodes,POINT (32.5727417 15.5551816),Al-Ezaby,15.5551816,32.5727417,Khartoum,Khartoum
574,صيدلية نعم,pharmacy,,4548457819,nodes,POINT (32.5714088 15.5585137),Yes Pharmacy,15.5585137,32.5714088,Khartoum,Khartoum
575,صيدلية منهل الفردوس,pharmacy,,4633226295,nodes,POINT (32.5755699 15.5557235),Manhal Al-Firdaws Pharmacy,15.5557235,32.5755699,Khartoum,Khartoum
576,صيدلية ممدوح الحديثة,pharmacy,,6985066965,nodes,POINT (32.5681877 15.5418129),Mamdouh Modern Pharmacy,15.5418129,32.5681877,Khartoum,Khartoum
577,,pharmacy,,4548458741,nodes,POINT (32.5667178 15.5416747),,15.5416747,32.5667178,Khartoum,Khartoum
578,د.اسنان,dentist,,4963181443,nodes,POINT (32.5745718 15.5425462),Dr. Teeth,15.5425462,32.5745718,Khartoum,Khartoum
579,صيدليو اوليف,pharmacy,,7019857696,nodes,POINT (32.5598667 15.5470069),Olive Pharmacists,15.5470069,32.5598667,Khartoum,Khartoum
580,الانور لطب الاسنان,dentist,,8188303372,nodes,POINT (32.5689489 15.5724352),Al Anwar Dental Clinic,15.5724352,32.5689489,Khartoum,Khartoum
581,صيدلية رويال لايف,pharmacy,,7007955031,nodes,POINT (32.5634964 15.5604648),Royal Life Pharmacy,15.5604648,32.5634964,Khartoum,Khartoum
582,صيدلية د نجاة صالح,pharmacy,,6874848326,nodes,POINT (32.574688 15.6383123),Dr. Najat Saleh Pharmacy,15.6383123,32.574688,Omdurman,Khartoum
583,Minat Allah - صيدلية منة الله,pharmacy,,5972032585,nodes,POINT (32.5685458 15.635896),Minat Allah Pharmacy,15.635896,32.5685458,Omdurman,Khartoum
584,صيدلية بريمير,pharmacy,,5993543598,nodes,POINT (32.5650742 15.6358456),Premier Pharmacy,15.6358456,32.5650742,Omdurman,Khartoum
585,صيدلية عبير,pharmacy,,5993547831,nodes,POINT (32.5631473 15.6355022),Abeer Pharmacy,15.6355022,32.5631473,Omdurman,Khartoum
586,صيدلية بن رشد,pharmacy,,7007898410,nodes,POINT (32.5796439 15.5557049),Ibn Rushd Pharmacy,15.5557049,32.5796439,Khartoum,Khartoum
587,صيدلية عشميق خليفة,pharmacy,,4633929589,nodes,POINT (32.5787607 15.5569991),Ashmeq Khalifa Pharmacy,15.5569991,32.5787607,Khartoum,Khartoum
588,عيادة حمور لطب الأسنان,dentist,,4634466990,nodes,POINT (32.579858 15.557681),Hamour Dental Clinic,15.557681,32.579858,Khartoum,Khartoum
589,صيدلية العنبر,pharmacy,,4631414792,nodes,POINT (32.5811427 15.5478843),Amber Pharmacy,15.5478843,32.5811427,Khartoum,Khartoum
590,صيدلية المبرة,pharmacy,,4631470389,nodes,POINT (32.580045 15.5544439),Al-Mabarrah Pharmacy,15.5544439,32.580045,Khartoum,Khartoum
591,صدلية ابو المقداد,pharmacy,,4625994190,nodes,POINT (32.5820436 15.5426872),Abu Al-Muqaddad Pharmacy,15.5426872,32.5820436,Khartoum,Khartoum
592,صيدلية فارس,pharmacy,,6985145806,nodes,POINT (32.5784378 15.5435629),Faris Pharmacy,15.5435629,32.5784378,Khartoum,Khartoum
593,صيدلية مارفل,pharmacy,,4633226296,nodes,POINT (32.5819784 15.5452288),Marvel Pharmacy,15.5452288,32.5819784,Khartoum,Khartoum
594,صيدلية شارع جوبا,pharmacy,,6985097852,nodes,POINT (32.5771866 15.5430622),Juba Street Pharmacy,15.5430622,32.5771866,Khartoum,Khartoum
595,صيدلية الاخلاص,pharmacy,,4548454704,nodes,POINT (32.5784212 15.5123625),Al-Ikhlas Pharmacy,15.5123625,32.5784212,Khartoum,Khartoum
596,صيدلية أوزون,pharmacy,,4633294694,nodes,POINT (32.5770024 15.5568639),Ozone Pharmacy,15.5568639,32.5770024,Khartoum,Khartoum
597,صيدلية برهان,pharmacy,,7366420389,nodes,POINT (32.5788116 15.5615625),Burhan Pharmacy,15.5615625,32.5788116,Khartoum,Khartoum
598,صيدلية ام المؤمنين,pharmacy,,6964923597,nodes,POINT (32.5794373 15.7275629),Umm Al-Mu'minin Pharmacy,15.7275629,32.5794373,Omdurman,Khartoum
599,صيدلية دكتورة ريم,pharmacy,,4617717589,nodes,POINT (32.5830496 15.5368488),Dr. Reem Pharmacy,15.5368488,32.5830496,Khartoum,Khartoum
600,صيدلية اوز,pharmacy,,6874881542,nodes,POINT (32.574688 15.6454372),Oz Pharmacy,15.6454372,32.574688,Omdurman,Khartoum
601,صيدلية عابدين,pharmacy,,7245758150,nodes,POINT (32.4814377 15.6338129),Abdeen Pharmacy,15.6338129,32.4814377,Omdurman,Khartoum
602,صيدلية الصحة والجمال,pharmacy,,7200389478,nodes,POINT (32.447937 15.6558123),Health and Beauty Pharmacy,15.6558123,32.447937,Omdurman,Khartoum
603,صيدلية بايونير,pharmacy,,4631991690,nodes,POINT (32.5702189 15.5874633),Pioneer Pharmacy,15.5874633,32.5702189,Khartoum,Khartoum
604,صيدلية المنشية,pharmacy,,4629153489,nodes,POINT (32.5734879 15.593163),Al Mansheya Pharmacy,15.593163,32.5734879,Khartoum,Khartoum
605,صيدلية مقرات,pharmacy,,7294564205,nodes,POINT (32.5678221 15.5957062),Pharmacy headquarters,15.5957062,32.5678221,Khartoum,Khartoum
606,صيدلية احبك ربي,pharmacy,,7736792445,nodes,POINT (32.5678139 15.5956879),Pharmacy I love you my Lord,15.5956879,32.5678139,Khartoum,Khartoum
607,صيدلية سهيلة,pharmacy,,4548439392,nodes,POINT (32.573092 15.5977435),Sohaila Pharmacy,15.5977435,32.573092,Khartoum,Khartoum
608,دكتور بيتس,clinic,,7294474038,nodes,POINT (32.5696869 15.6065626),Dr. Bates,15.6065626,32.5696869,Khartoum,Khartoum
609,صيدلية وجه القمر,pharmacy,,7294493905,nodes,POINT (32.5715637 15.6021872),Moon Face Pharmacy,15.6021872,32.5715637,Khartoum,Khartoum
610,صيدلية خيول,pharmacy,,7726659426,nodes,POINT (32.5718117 15.732688),Horse Pharmacy,15.732688,32.5718117,Omdurman,Khartoum
611,صيدلية زمزم,pharmacy,,7726289409,nodes,POINT (32.578186 15.7028122),Zamzam Pharmacy,15.7028122,32.578186,Omdurman,Khartoum
612,صيدلية شوارق الانوار,pharmacy,,6961437479,nodes,POINT (32.5784378 15.7011871),Shawarq Al Anwar Pharmacy,15.7011871,32.5784378,Omdurman,Khartoum
613,صيدلية زيادة,pharmacy,,7050332802,nodes,POINT (32.5914194 15.7053396),Ziyada Pharmacy,15.7053396,32.5914194,Omdurman,Khartoum
614,صيدلية زيادة,pharmacy,,7221278285,nodes,POINT (32.5914464 15.7054291),Ziyada Pharmacy,15.7054291,32.5914464,Omdurman,Khartoum
615,صيدلية الطاهرة,pharmacy,,7730644120,nodes,POINT (32.5788116 15.7409372),Tahera Pharmacy,15.7409372,32.5788116,Omdurman,Khartoum
616,الدرة,pharmacy,,6937910685,nodes,POINT (32.5747858 15.6523284),The Pearl,15.6523284,32.5747858,Omdurman,Khartoum
617,صيدلية الراشدين,pharmacy,,6874887567,nodes,POINT (32.5748138 15.6480627),Al Rashid Pharmacy,15.6480627,32.5748138,Omdurman,Khartoum
618,صيدلية سالي,pharmacy,,6824552307,nodes,POINT (32.6246559 15.6355576),Sally's Pharmacy,15.6355576,32.6246559,Khartoum,Khartoum
619,صيدلية التواصل,pharmacy,,7050332798,nodes,POINT (32.6250822 15.6417223),Communication Pharmacy,15.6417223,32.6250822,Khartoum,Khartoum
620,BioPharmacy,pharmacy,,4625474089,nodes,POINT (32.5811368 15.5897271),BioPharmacy,15.5897271,32.5811368,Khartoum,Khartoum
621,Wellcare pharmacy,pharmacy,,5998530386,nodes,POINT (32.5753974 15.5845528),Wellcare pharmacy,15.5845528,32.5753974,Khartoum,Khartoum
622,د. مصطفي يعقوب للعيون,doctors,,4519609889,nodes,POINT (32.5747121 15.5858079),Dr. Mustafa Yacoub Eye Center,15.5858079,32.5747121,Khartoum,Khartoum
623,ماجيك كلينك,dentist,,7906066689,nodes,POINT (32.5746731 15.5856821),Magic Clinic,15.5856821,32.5746731,Khartoum,Khartoum
624,مركز المازن لطب و زراعة الأسنان,dentist,,4634835895,nodes,POINT (32.5758343 15.5814323),Al Mazen Center for Dentistry and Dental Implants,15.5814323,32.5758343,Khartoum,Khartoum
625,صيدلية علياء,pharmacy,,4629153490,nodes,POINT (32.5743985 15.5872775),Alia Pharmacy,15.5872775,32.5743985,Khartoum,Khartoum
626,صيدلية الصفوة,pharmacy,,4629220589,nodes,POINT (32.5760105 15.5975432),Elite Pharmacy,15.5975432,32.5760105,Khartoum,Khartoum
627,صيدلية السجاد,pharmacy,,4634756098,nodes,POINT (32.5785109 15.5976418),Carpet Pharmacy,15.5976418,32.5785109,Khartoum,Khartoum
628,صيدلية ميراي,pharmacy,,4617642490,nodes,POINT (32.5803898 15.5977984),Mirai Pharmacy,15.5977984,32.5803898,Khartoum,Khartoum
629,Salamat Center Care,clinic,,7216902086,nodes,POINT (32.4479623 15.6386513),Salamat Center Care,15.6386513,32.4479623,Omdurman,Khartoum
630,ربي,pharmacy,,4269540795,nodes,POINT (32.5264645 15.6367708),My Lord,15.6367708,32.5264645,Omdurman,Khartoum
631,الوالده,pharmacy,,4269531907,nodes,POINT (32.5270959 15.6387327),Mother,15.6387327,32.5270959,Omdurman,Khartoum
632,صيدلية ابو المقداد 19,pharmacy,,7023083912,nodes,POINT (32.5309992 15.6388602),Abu Al-Muqdad Pharmacy 19,15.6388602,32.5309992,Omdurman,Khartoum
633,صيدلية التامين المركزية 3 شوامخ,pharmacy,,6885677732,nodes,POINT (32.5310631 15.6366873),Central Insurance Pharmacy 3 Shawamekh,15.6366873,32.5310631,Omdurman,Khartoum
634,مستشفى السكري بحري,hospital,,8451526427,nodes,POINT (32.5245688 15.6365651),Bahri Diabetes Hospital,15.6365651,32.5245688,Omdurman,Khartoum
635,صيدلية الشيماء 2,pharmacy,,6877333544,nodes,POINT (32.5243111 15.630187),Al-Shimaa Pharmacy 2,15.630187,32.5243111,Omdurman,Khartoum
636,صيدلية العصر,pharmacy,,6877455898,nodes,POINT (32.5264359 15.6270628),Al Asr Pharmacy,15.6270628,32.5264359,Omdurman,Khartoum
637,صيدلية نبع الطب,pharmacy,,6893186181,nodes,POINT (32.5308013 15.6283121),Nabaa Al-Teb Pharmacy,15.6283121,32.5308013,Omdurman,Khartoum
638,المركز التشخيصي المتطور,clinic,,6877445407,nodes,POINT (32.5273132 15.6256876),Advanced Diagnostic Center,15.6256876,32.5273132,Omdurman,Khartoum
639,صيدلية ركاز 2,pharmacy,,6893362230,nodes,POINT (32.5314369 15.6358128),Rakaz Pharmacy 2,15.6358128,32.5314369,Omdurman,Khartoum
640,صيدلية د نبيل,pharmacy,,6893340662,nodes,POINT (32.5315628 15.6364374),Dr. Nabil Pharmacy,15.6364374,32.5315628,Omdurman,Khartoum
641,د. عبد القادر الكدرو باطنية,clinic,,7941425188,nodes,POINT (32.5314075 15.6365627),Dr. Abdul Qader Al-Kadro Internal Medicine,15.6365627,32.5314075,Omdurman,Khartoum
642,مركز علا البيطري,clinic,,6963569348,nodes,POINT (32.534687 15.6330624),Alaa Veterinary Center,15.6330624,32.534687,Omdurman,Khartoum
643,Wadlelnile,pharmacy,,6814322986,nodes,POINT (32.5014946 15.6875995),Wadlelnile,15.6875995,32.5014946,Omdurman,Khartoum
644,عيادة اليرموك لطب و جراحة الاسنان,clinic,,7040091881,nodes,POINT (32.4903215 15.6924404),Yarmouk Dental Clinic,15.6924404,32.4903215,Omdurman,Khartoum
645,مركز البلال الطبي,clinic,,7040112185,nodes,POINT (32.4764499 15.69076),Al Bilal Medical Center,15.69076,32.4764499,Omdurman,Khartoum
646,صيدلية الكرمة,pharmacy,,7834793808,nodes,POINT (32.4760512 15.6843026),Alkarma Pharmacy,15.6843026,32.4760512,Omdurman,Khartoum
647,صيدلية الحاجة زكية,pharmacy,,6796495290,nodes,POINT (32.4857808 15.6862061),Hajja Zakia Pharmacy,15.6862061,32.4857808,Omdurman,Khartoum
648,صيدلية الراعي الصالح,pharmacy,,6795804868,nodes,POINT (32.4943153 15.6745608),Good Shepherd Pharmacy,15.6745608,32.4943153,Omdurman,Khartoum
649,صيدلية المؤيد,pharmacy,,4639366790,nodes,POINT (32.500221 15.645969),Almoayed Pharmacy,15.645969,32.500221,Omdurman,Khartoum
650,صيدلية اللدر,pharmacy,,7023083916,nodes,POINT (32.5048677 15.6559522),Al-Ladar Pharmacy,15.6559522,32.5048677,Omdurman,Khartoum
651,مستشفى مكة لطب العيون,hospital,,7252253161,nodes,POINT (32.4869385 15.6651878),Mecca Eye Hospital,15.6651878,32.4869385,Omdurman,Khartoum
652,صيدلية علياء,pharmacy,,7023083919,nodes,POINT (32.4935782 15.6537411),Alia Pharmacy,15.6537411,32.4935782,Omdurman,Khartoum
653,صيدلية الناظر,pharmacy,,7252268363,nodes,POINT (32.4853134 15.6544371),Al Nazer Pharmacy,15.6544371,32.4853134,Omdurman,Khartoum
654,صيدلية الانتصار,pharmacy,,4639379792,nodes,POINT (32.49747 15.646296),Victory Pharmacy,15.646296,32.49747,Omdurman,Khartoum
655,صيدلية العدناني,pharmacy,,7023083917,nodes,POINT (32.4888017 15.644424),Al-Adnani Pharmacy,15.644424,32.4888017,Omdurman,Khartoum
656,عيادة د. يوسف تبن,clinic,,7067425885,nodes,POINT (32.4857788 15.644995),Dr. Youssef Taban Clinic,15.644995,32.4857788,Omdurman,Khartoum
657,مجمع عيادات التوم,clinic,,4638765889,nodes,POINT (32.4912103 15.6473345),Al-Toum Clinics Complex,15.6473345,32.4912103,Omdurman,Khartoum
658,صيدلية دكتور كيرولس,pharmacy,,7023083915,nodes,POINT (32.4917439 15.6475115),Dr. Kyrollos Pharmacy,15.6475115,32.4917439,Omdurman,Khartoum
659,صيدلية مكين,pharmacy,,7004686753,nodes,POINT (32.5896873 15.5390625),Makeen Pharmacy,15.5390625,32.5896873,Khartoum,Khartoum
660,مركز دي زون لطب الاسنان,dentist,,7905612976,nodes,POINT (32.5826822 15.5415741),D Zone Dental Center,15.5415741,32.5826822,Khartoum,Khartoum
661,صيدلية القبول,pharmacy,,6833683136,nodes,POINT (32.5898248 15.524145),Acceptance Pharmacy,15.524145,32.5898248,Khartoum,Khartoum
662,صيدلية مستشفى الراقي الجامعي,pharmacy,,6833660356,nodes,POINT (32.5893642 15.5254613),Al Raqi University Hospital Pharmacy,15.5254613,32.5893642,Khartoum,Khartoum
663,صيدلية سفن ام 1,pharmacy,,7170225612,nodes,POINT (32.4609375 15.6575623),Seven M1 Pharmacy,15.6575623,32.4609375,Omdurman,Khartoum
664,صيدلية هاواي,pharmacy,,7175977250,nodes,POINT (32.4613113 15.6678123),Hawaii Pharmacy,15.6678123,32.4613113,Omdurman,Khartoum
665,صيدلية مركزصلاح الطبي,pharmacy,,4638756490,nodes,POINT (32.461302 15.641296),Salah Medical Center Pharmacy,15.641296,32.461302,Omdurman,Khartoum
666,صيدلية السيدة خديجة,pharmacy,,7200351348,nodes,POINT (32.435936 15.6518126),Ms. Khadija Pharmacy,15.6518126,32.435936,Omdurman,Khartoum
667,صيدلية بركات محمد سعيد,pharmacy,,7180478060,nodes,POINT (32.4480629 15.6620626),Barakat Mohammed Saeed Pharmacy,15.6620626,32.4480629,Omdurman,Khartoum
668,صيدلية محمد سعبد,pharmacy,,6068925410,nodes,POINT (32.4465559 15.6479076),Mohammed Saabd Pharmacy,15.6479076,32.4465559,Omdurman,Khartoum
669,صيدلية عيش الريف,pharmacy,,7154076915,nodes,POINT (32.4489365 15.5933123),Live the countryside pharmacy,15.5933123,32.4489365,Omdurman,Khartoum
670,صيدلية الصهريج1,pharmacy,,7170082059,nodes,POINT (32.4378128 15.6478128),Al Sahrij Pharmacy 1,15.6478128,32.4378128,Omdurman,Khartoum
671,صيدلية حوس,pharmacy,,7166687732,nodes,POINT (32.4461861 15.6268129),Haws Pharmacy,15.6268129,32.4461861,Omdurman,Khartoum
672,صيدلية الجموعي,pharmacy,,7160202935,nodes,POINT (32.4360619 15.6030626),Al-Jumai Pharmacy,15.6030626,32.4360619,Omdurman,Khartoum
673,بصريات الجزيرة,,,7904462758,nodes,POINT (32.5588688 15.5468565),Al Jazeera Optics,15.5468565,32.5588688,Khartoum,Khartoum
674,صيدلية العوافي,pharmacy,,7023083922,nodes,POINT (32.4905756 15.637083),Al-Awafy Pharmacy,15.637083,32.4905756,Omdurman,Khartoum
675,صيدلية العوافي,pharmacy,,7246994411,nodes,POINT (32.4905624 15.6370621),Al-Awafy Pharmacy,15.6370621,32.4905624,Omdurman,Khartoum
676,صيدلية مرواكو,pharmacy,,7245866933,nodes,POINT (32.4786873 15.6188126),Marwaco Pharmacy,15.6188126,32.4786873,Omdurman,Khartoum
677,صيدلية الأربعين,pharmacy,,7245782476,nodes,POINT (32.4793129 15.6249371),Forty Pharmacy,15.6249371,32.4793129,Omdurman,Khartoum
678,صيدلية النو,pharmacy,,7245813287,nodes,POINT (32.479187 15.626687),Alno Pharmacy,15.626687,32.479187,Omdurman,Khartoum
